Almac�n;CODIGO;Desc. c�digo;Stock;Caducidad;Ubicaci�n;Precio;Importe;P.de Venta;Importe Venta;Dif. Precio;Dif. Importe;ABC;Familia;Descripci�n;Desc. c�digo;VA_COLOR;VA_COLOR2;VA_TOOLTIP
1;200955;ACOFARMA VIVERA JABON DE MANOS CELULAS FRESCAS DE KIWI 1 ENVASE 500 ML;0;;;;;0;;;;;102;Dermofarmacia;ACOFARMA VIVERA JABON DE MANOS CELULAS FRESCAS DE KIWI 1 ENVASE 500 ML;;;
1;188171;ACOFARVITAL SOLAR INTENSIVE 60 COMPRIMIDOS;0;dic-26;;;;0;;;;;101;Parafarmacia;ACOFARVITAL SOLAR INTENSIVE 60 COMPRIMIDOS;;;
1;726509;ACORE EFG 10 MG 4 COMPRIMIDOS RECUBIERTOS;0;;;;;0;;;;;01;Especialidad;ACORE EFG 10 MG 4 COMPRIMIDOS RECUBIERTOS;;;
1;772681;ACOVIL 2,5 MG 28 COMPRIMIDOS;0;dic-27;;;;0;;;;;01;Especialidad;ACOVIL 2,5 MG 28 COMPRIMIDOS;;;
1;772665;ACOVIL 5 MG 28 COMPRIMIDOS;0;dic-27;;3,49;0;4,84;0;1,35;0;;01;Especialidad;ACOVIL 5 MG 28 COMPRIMIDOS;;;
1;664160;ACOXXEL 60 MG 28 COMPRIMIDOS RECUBIERTOS;0;sep-27;;;;0;;;;;01;Especialidad;ACOXXEL 60 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;664161;ACOXXEL 90 MG 28 COMPRIMIDOS RECUBIERTOS;0;abr-27;;;;0;;;;;01;Especialidad;ACOXXEL 90 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;960518;ACTIMAG 400 MG/ML SOLUCION ORAL 1 FRASCO 100 ML;0;mar-29;;12,88;0;17,87;0;4,99;0;;01;Especialidad;ACTIMAG 400 MG/ML SOLUCION ORAL 1 FRASCO 100 ML;;;
1;198482;ACTINIC CONTROL MD FLUI FPS100;0;;;;;0;;;;;106;Efectos y accesorios;ACTINIC CONTROL MD FLUI FPS100;;;
1;701284;ACTITHIOL MUCOLITICO ANTIHISTAMINICO SOLUCION ORAL 1 FRASCO 200 ML;0;feb-28;;7,44;0;10,32;0;2,88;0;;01;Especialidad;ACTITHIOL MUCOLITICO ANTIHISTAMINICO SOLUCION ORAL 1 FRASCO 200 ML;;;
1;701292;ACTITHIOL MUCOLITICO INFANTIL 20 MG/ML SOLUCION ORAL 1 FRASCO 200 ML;0;;;;;0;;;;;01;Especialidad;ACTITHIOL MUCOLITICO INFANTIL 20 MG/ML SOLUCION ORAL 1 FRASCO 200 ML;;;
1;753285;ACTIVELLE 1 MG/0,5 MG 28 COMPRIMIDOS RECUBIERTOS;0;ago-27;;7,3;0;10,13;0;2,83;0;;01;Especialidad;ACTIVELLE 1 MG/0,5 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;715578;ACTONEL SEMANAL 35 MG 4 COMPRIMIDOS GASTRORRESISTENTES;0;may-30;;14,3;0;19,84;0;5,54;0;;01;Especialidad;ACTONEL SEMANAL 35 MG 4 COMPRIMIDOS GASTRORRESISTENTES;;;
1;721399;ACTONEL SEMANAL 35 MG 4 COMPRIMIDOS RECUBIERTOS;0;mar-30;;;;0;;;;;01;Especialidad;ACTONEL SEMANAL 35 MG 4 COMPRIMIDOS RECUBIERTOS;;;
1;660730;ACTONEL 75 MG 2 COMPRIMIDOS RECUBIERTOS;0;abr-29;;15,33;0;21,26;0;5,93;0;;01;Especialidad;ACTONEL 75 MG 2 COMPRIMIDOS RECUBIERTOS;;;
1;775502;ACTRAPID 100 UI/ML 1 VIAL SOLUCION INYECTABLE 10 ML;0;;;;;0;;;;;01;Especialidad;ACTRAPID 100 UI/ML 1 VIAL SOLUCION INYECTABLE 10 ML;;;
1;723358;ACTROMADOL 660 MG 8 COMPRIMIDOS LIBERACION MODIFICADA;0;feb-28;;4,71;0;6,53;0;1,82;0;;01;Especialidad;ACTROMADOL 660 MG 8 COMPRIMIDOS LIBERACION MODIFICADA;;;
1;954917;ACTRON COMPUESTO 267 MG/133 MG/40 MG 10 COMPRIMIDOS EFERVESCENTES;0;;;;;0;;;;;01;Especialidad;ACTRON COMPUESTO 267 MG/133 MG/40 MG 10 COMPRIMIDOS EFERVESCENTES;;;
1;954925;ACTRON COMPUESTO 267 MG/133 MG/40 MG 20 COMPRIMIDOS EFERVESCENTES;0;oct-27;;;;0;;;;;01;Especialidad;ACTRON COMPUESTO 267 MG/133 MG/40 MG 20 COMPRIMIDOS EFERVESCENTES;;;
1;668467;ACULAR 5 MG/ML COLIRIO EN SOLUCION 1 FRASCO 5 ML;0;oct-26;;3,73;0;5,18;0;1,45;0;;01;Especialidad;ACULAR 5 MG/ML COLIRIO EN SOLUCION 1 FRASCO 5 ML;;;
1;204435;ACUMAX CAPS 30;0;jun-27;;;;0;;;;;101;Parafarmacia;ACUMAX CAPS 30;;;
1;176551;ACUOK 30 CAPSULAS;0;;;;;0;;;;;103;Diet�tica;ACUOK 30 CAPSULAS;;;
1;675256;ACUOLENS 3 MG/ML + 5,5 MG/ML COLIRIO EN SOLUCION 30 MONODOSIS 0,5 ML;0;;;;;0;;;;;01;Especialidad;ACUOLENS 3 MG/ML + 5,5 MG/ML COLIRIO EN SOLUCION 30 MONODOSIS 0,5 ML;;;
1;730053;ADALAT OROS 30 MG 28 COMPRIMIDOS LIBERACION PROLONGADA (BLISTER PVC/PVDC/AL);0;mar-28;;2,69;0;3,73;0;1,04;0;;01;Especialidad;ADALAT OROS 30 MG 28 COMPRIMIDOS LIBERACION PROLONGADA (BLISTER PVC/PVDC/AL);;;
1;664677;ADENURIC 80 MG 28 COMPRIMIDOS RECUBIERTOS;0;;;9,53;0;13,22;0;3,69;0;;01;Especialidad;ADENURIC 80 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;766001;ADENURIC 80 MG 28 COMPRIMIDOS RECUBIERTOS  (PVC/PE/PVDC/AL);0;sep-28;;;;0;;;;;01;Especialidad;ADENURIC 80 MG 28 COMPRIMIDOS RECUBIERTOS  (PVC/PE/PVDC/AL);;;
1;345553;ADERMA EXOMEGA ACEITE DUCH500;0;;;;;0;;;;;102;Dermofarmacia;ADERMA EXOMEGA ACEITE DUCH500;;;
1;715341;ADIAVAL EFG 2500 MG (1000 MG CA)/880 UI 30 COMPRIMIDOS MASTICABLES (TIRAS);0;ago-27;;5,72;0;7,93;0;2,21;0;;01;Especialidad;ADIAVAL EFG 2500 MG (1000 MG CA)/880 UI 30 COMPRIMIDOS MASTICABLES (TIRAS);;;
1;192304;ADIPROX ADVANCED FLUIDO 325 GR;0;;;;;0;;;;;103;Diet�tica;ADIPROX ADVANCED FLUIDO 325 GR;;;
1;723798;ADIRO EFG 100 MG 30 COMPRIMIDOS GASTRORRESISTENTES (BLISTER PVC/AL);0;jun-30;;1,05;0;1,45;0;0,4;0;;01;Especialidad;ADIRO EFG 100 MG 30 COMPRIMIDOS GASTRORRESISTENTES (BLISTER PVC/AL);;;
1;841056;ADIRO EFG 300 MG 30 COMPRIMIDOS GASTRORRESISTENTES;0;;;1,8;0;2,5;0;0,7;0;;01;Especialidad;ADIRO EFG 300 MG 30 COMPRIMIDOS GASTRORRESISTENTES;;;
1;723751;ADISOCOL EFG 150 MG 60 COMPRIMIDOS;0;;;;;0;;;;;01;Especialidad;ADISOCOL EFG 150 MG 60 COMPRIMIDOS;;;
1;037478;ADO QUATRO 70 ML;0;abr-27;;;;0;;;;;101;Parafarmacia;ADO QUATRO 70 ML;;;
1;583531;ADOCAM 1,5 MG/ML SUSPENSION ORAL PARA PERROS 1 FRASCO 10 ML;0;;;;;0;;;;;205;Veterinaria;ADOCAM 1,5 MG/ML SUSPENSION ORAL PARA PERROS 1 FRASCO 10 ML;;;
1;009451;ADOLAC 125 ML;0;jul-26;;;;0;;;;;101;Parafarmacia;ADOLAC 125 ML;;;
1;797449;ADOLONTA RETARD 150 MG 60 COMPRIMIDOS LIBERACION PROLONGADA;0;;;;;0;;;;;01;Especialidad;ADOLONTA RETARD 150 MG 60 COMPRIMIDOS LIBERACION PROLONGADA;;;
1;658668;ADOLONTA RETARD 50 MG 20 COMPRIMIDOS LIBERACION PROLONGADA;0;ene-28;;;;0;;;;;01;Especialidad;ADOLONTA RETARD 50 MG 20 COMPRIMIDOS LIBERACION PROLONGADA;;;
1;658669;ADOLONTA RETARD 50 MG 60 COMPRIMIDOS LIBERACION PROLONGADA;0;jun-27;;;;0;;;;;01;Especialidad;ADOLONTA RETARD 50 MG 60 COMPRIMIDOS LIBERACION PROLONGADA;;;
1;184636;ADOMELLE 30CAP BROMATECH;0;;;;;0;;;;;103;Diet�tica;ADOMELLE 30CAP BROMATECH;;;
1;654187;ADRENALINA LEVEL 1 MG/ML 1 JERINGA PRECARGADA SOLUCION INYECTABLE 1 ML;0;jul-27;;;;0;;;;;01;Especialidad;ADRENALINA LEVEL 1 MG/ML 1 JERINGA PRECARGADA SOLUCION INYECTABLE 1 ML;;;
1;590124;ADTAB 225 MG 1 COMPRIMIDO MASTICABLE PARA PERROS (>5,5-11 KG);0;;;;;0;;;;;205;Veterinaria;ADTAB 225 MG 1 COMPRIMIDO MASTICABLE PARA PERROS (>5,5-11 KG);;;
1;590115;ADTAB 48 MG 1 COMPRIMIDO MASTICABLE PARA GATOS (>2,0�8,0 KG);0;;;;;0;;;;;205;Veterinaria;ADTAB 48 MG 1 COMPRIMIDO MASTICABLE PARA GATOS (>2,0�8,0 KG);;;
1;658953;ADVAGRAF 0,5 MG 30 CAPSULAS LIBERACION PROLONGADA;0;ago-27;;;;0;;;;;01;Especialidad;ADVAGRAF 0,5 MG 30 CAPSULAS LIBERACION PROLONGADA;;;
1;658956;ADVAGRAF 1 MG 60 CAPSULAS LIBERACION PROLONGADA;0;oct-27;;54,41;0;75,46;0;21,05;0;;01;Especialidad;ADVAGRAF 1 MG 60 CAPSULAS LIBERACION PROLONGADA;;;
1;662915;ADVAGRAF 3 MG 30 CAPSULAS LIBERACION PROLONGADA;0;sep-27;;;;0;;;;;01;Especialidad;ADVAGRAF 3 MG 30 CAPSULAS LIBERACION PROLONGADA;;;
1;658957;ADVAGRAF 5 MG 30 CAPSULAS LIBERACION PROLONGADA;0;ago-27;;133,53;0;173,43;0;39,9;0;;01;Especialidad;ADVAGRAF 5 MG 30 CAPSULAS LIBERACION PROLONGADA;;;
1;570235;ADVANTIX 100/500 MG SOLUCION SPOT-ON PARA PERROS > 4-10 KG 4 PIPETAS CORTAS 1 ML;0;;;;;0;;;;;205;Veterinaria;ADVANTIX 100/500 MG SOLUCION SPOT-ON PARA PERROS > 4-10 KG 4 PIPETAS CORTAS 1 ML;;;
1;570237;ADVANTIX 250/1250 MG SOLUCION SPOT-ON PERROS > 10-25 KG 4 PIPETAS CORTAS 2,5 ML;0;ago-27;;;;0;;;;;205;Veterinaria;ADVANTIX 250/1250 MG SOLUCION SPOT-ON PERROS > 10-25 KG 4 PIPETAS CORTAS 2,5 ML;;;
1;570062;ADVANTIX 400/2000 MG SOLUCION SPOT-ON PARA PERROS > 25-40 KG 4 PIPETAS CORTAS 4 ML;0;oct-27;;;;0;;;;;205;Veterinaria;ADVANTIX 400/2000 MG SOLUCION SPOT-ON PARA PERROS > 25-40 KG 4 PIPETAS CORTAS 4 ML;;;
1;570052;ADVANTIX 40/200 MG SOLUCION SPOT-ON PARA PERROS HASTA 4 KG 4 PIPETAS CORTAS 0,4 ML;0;nov-27;;;;0;;;;;205;Veterinaria;ADVANTIX 40/200 MG SOLUCION SPOT-ON PARA PERROS HASTA 4 KG 4 PIPETAS CORTAS 0,4 ML;;;
1;743229;ADVENTAN 1 MG/G CREMA 1 TUBO 60 G;0;jul-28;;;;0;;;;;01;Especialidad;ADVENTAN 1 MG/G CREMA 1 TUBO 60 G;;;
1;804633;ADVENTAN 1 MG/G EMULSION CUTANEA 1 TUBO 50 G;0;mar-28;;6,28;0;8,71;0;2,43;0;;01;Especialidad;ADVENTAN 1 MG/G EMULSION CUTANEA 1 TUBO 50 G;;;
1;743237;ADVENTAN 1 MG/G POMADA 1 TUBO 30 G;0;oct-26;;3,77;0;5,23;0;1,46;0;;01;Especialidad;ADVENTAN 1 MG/G POMADA 1 TUBO 30 G;;;
1;662437;ADVENTAN 1 MG/ML SOLUCION CUTANEA 1 FRASCO 50 ML;0;;;;;0;;;;;01;Especialidad;ADVENTAN 1 MG/ML SOLUCION CUTANEA 1 FRASCO 50 ML;;;
1;124688;AE TE DE LABRADOR 5ML TERPENIC;0;;;;;0;;;;;101;Parafarmacia;AE TE DE LABRADOR 5ML TERPENIC;;;
1;659175;AERIUS 0,5 MG/ML SOLUCION ORAL 1 FRASCO 120 ML;0;abr-27;;2,87;0;3,98;0;1,11;0;;01;Especialidad;AERIUS 0,5 MG/ML SOLUCION ORAL 1 FRASCO 120 ML;;;
1;938548;AERIUS 5 MG 20 COMPRIMIDOS RECUBIERTOS;0;ene-27;;4,78;0;6,63;0;1,85;0;;01;Especialidad;AERIUS 5 MG 20 COMPRIMIDOS RECUBIERTOS;;;
1;211382;AERO NET STICKS 12 UNIDADES;0;;;;;0;;;;;101;Parafarmacia;AERO NET STICKS 12 UNIDADES;;;
1;698277;AERO RED FORTE 240 MG 20 CAPSULAS BLANDAS;0;sep-28;;8,72;0;12,1;0;3,38;0;;01;Especialidad;AERO RED FORTE 240 MG 20 CAPSULAS BLANDAS;;;
1;701904;AERO RED 100 MG/ML GOTAS ORALES EN SOLUCION 1 FRASCO 100 ML;0;;;;;0;;;;;01;Especialidad;AERO RED 100 MG/ML GOTAS ORALES EN SOLUCION 1 FRASCO 100 ML;;;
1;663728;AERO RED 120 MG 40 COMPRIMIDOS MASTICABLES;0;sep-28;;;;0;;;;;01;Especialidad;AERO RED 120 MG 40 COMPRIMIDOS MASTICABLES;;;
1;665264;AERO RED 120 MG 40 COMPRIMIDOS MASTICABLES (SABOR MENTA);0;;;;;0;;;;;01;Especialidad;AERO RED 120 MG 40 COMPRIMIDOS MASTICABLES (SABOR MENTA);;;
1;701961;AERO RED 40 MG 100 COMPRIMIDOS MASTICABLES;0;oct-30;;8,16;0;11,32;0;3,16;0;;01;Especialidad;AERO RED 40 MG 100 COMPRIMIDOS MASTICABLES;;;
1;701979;AERO RED 40 MG 30 COMPRIMIDOS MASTICABLES;0;abr-30;;;;0;;;;;01;Especialidad;AERO RED 40 MG 30 COMPRIMIDOS MASTICABLES;;;
1;211697;AERO-NET GOTAS 20 ML;0;;;;;0;;;;;101;Parafarmacia;AERO-NET GOTAS 20 ML;;;
1;651962;AFLOYAN 30 MG 30 COMPRIMIDOS RECUBIERTOS;0;jul-26;;12,29;0;17,05;0;4,76;0;;01;Especialidad;AFLOYAN 30 MG 30 COMPRIMIDOS RECUBIERTOS;;;
1;723692;AFLUON 0,5 MG/ML COLIRIO EN SOLUCION 1 FRASCO 6 ML;0;ene-28;;;;0;;;;;01;Especialidad;AFLUON 0,5 MG/ML COLIRIO EN SOLUCION 1 FRASCO 6 ML;;;
1;741520;AFLUON 1 MG/ML SOLUCION PARA PULVERIZACION NASAL 1 FRASCO 10 ML;0;jul-27;;;;0;;;;;01;Especialidad;AFLUON 1 MG/ML SOLUCION PARA PULVERIZACION NASAL 1 FRASCO 10 ML;;;
1;650622;AFLUON 1 MG/ML SOLUCION PARA PULVERIZACION NASAL 1 FRASCO 20 ML;0;nov-26;;;;0;;;;;01;Especialidad;AFLUON 1 MG/ML SOLUCION PARA PULVERIZACION NASAL 1 FRASCO 20 ML;;;
1;702068;AFTAJUVENTUS 2 MG/ML + 0,1 MG/ML SOLUCION BUCAL 1 FRASCO 30 ML;0;;;;;0;;;;;01;Especialidad;AFTAJUVENTUS 2 MG/ML + 0,1 MG/ML SOLUCION BUCAL 1 FRASCO 30 ML;;;
1;163184;AFTALACER GEL 8 G;0;;;0;0;13,95;0;13,95;0;;106;Efectos y accesorios;AFTALACER GEL 8 G;;;
1;163183;AFTALACER SPRAY 15 ML;0;;;0;0;13,95;0;13,95;0;;106;Efectos y accesorios;AFTALACER SPRAY 15 ML;;;
1;170049;AFTER BITE ORIGIN ROLL ON 14ML;0;jul-26;;;;0;;;;;102;Dermofarmacia;AFTER BITE ORIGIN ROLL ON 14ML;;;
1;150952;AFTEX COLUTORIO 150 ML;0;feb-28;;0;0;15,95;0;15,95;0;;106;Efectos y accesorios;AFTEX COLUTORIO 150 ML;;;
1;180649;AFTEX FORTE GEL ORAL 8 ML;0;;;;;0;;;;;106;Efectos y accesorios;AFTEX FORTE GEL ORAL 8 ML;;;
1;328249;AFTEX GEL ORAL 15 ML;0;;;;;0;;;;;106;Efectos y accesorios;AFTEX GEL ORAL 15 ML;;;
1;200610;AFTEX SPRAY 20 ML;0;;;0;0;12,95;0;12,95;0;;106;Efectos y accesorios;AFTEX SPRAY 20 ML;;;
1;960427;AGIOLAX GRANULADO 1 FRASCO 250 G;0;dic-27;;9,93;0;13,77;0;3,84;0;;01;Especialidad;AGIOLAX GRANULADO 1 FRASCO 250 G;;;
1;003335;AGUA AZAHAR TENA 500 ML;0;;;;;0;;;;;101;Parafarmacia;AGUA AZAHAR TENA 500 ML;;;
1;099452;AGUA DE ROSAS AL 0,3% 250ML;0;;;0;0;2,5;0;2,5;0;;101;Parafarmacia;AGUA DE ROSAS AL 0,3% 250ML;;;
1;036182;AGUA DE ROSAS AL 0,3% 500ML;0;;;;;0;;;;;101;Parafarmacia;AGUA DE ROSAS AL 0,3% 500ML;;;
1;242263;AGUA DE ROSAS PEDEMONT 500ML*;0;sep-29;;;;0;;;;;102;Dermofarmacia;AGUA DE ROSAS PEDEMONT 500ML*;;;
1;110283;AGUA DESTILADA ACOFAR 5 LITRO;0;nov-28;;;;0;;;;;101;Parafarmacia;AGUA DESTILADA ACOFAR 5 LITRO;;;
1;195765;AGUA DESTILADA INTERAPOTHEK 1 ENVASE 1000 ML;0;dic-28;;;;0;;;;;102;Dermofarmacia;AGUA DESTILADA INTERAPOTHEK 1 ENVASE 1000 ML;;;
1;195766;AGUA DESTILADA INTERAPOTHEK 1 ENVASE 5000 ML;0;;;0;0;6,95;0;6,95;0;;102;Dermofarmacia;AGUA DESTILADA INTERAPOTHEK 1 ENVASE 5000 ML;;;
1;184584;AGUA OXIGENADA ACOFAR 5% 1 FRASCO 250 ML;0;;;;;0;;;;;101;Parafarmacia;AGUA OXIGENADA ACOFAR 5% 1 FRASCO 250 ML;;;
1;184659;AGUA OXIGENADA BETAFAR 5,1% 1 FRASCO 500 ML;0;;;0;0;2,95;0;2,95;0;;101;Parafarmacia;AGUA OXIGENADA BETAFAR 5,1% 1 FRASCO 500 ML;;;
1;702423;AGUA OXIGENADA FORET 30 MG/ML SOLUCION CUTANEA Y CONCENTRADO PARA SOLUCION BUCAL 1 FRASCO 1000 M;0;;;5,52;0;7,65;0;2,13;0;;01;Especialidad;AGUA OXIGENADA FORET 30 MG/ML SOLUCION CUTANEA Y CONCENTRADO PARA SOLUCION BUCAL 1 FRASCO 1000 M;;;
1;702449;AGUA OXIGENADA FORET 30 MG/ML SOLUCION CUTANEA Y CONCENTRADO PARA SOLUCION BUCAL 1 FRASCO 250 ML;0;;;;;0;;;;;01;Especialidad;AGUA OXIGENADA FORET 30 MG/ML SOLUCION CUTANEA Y CONCENTRADO PARA SOLUCION BUCAL 1 FRASCO 250 ML;;;
1;193448;AGUA OXIGENADA RF APOSAN 1000;0;;;;;0;;;;;101;Parafarmacia;AGUA OXIGENADA RF APOSAN 1000;;;
1;184371;AGUA OXIGENADA RF APOSAN 250;0;;;0;0;1,95;0;1,95;0;;101;Parafarmacia;AGUA OXIGENADA RF APOSAN 250;;;
1;184373;AGUA OXIGENADA RF APOSAN 500;0;ene-30;;;;0;;;;;101;Parafarmacia;AGUA OXIGENADA RF APOSAN 500;;;
1;099531;AGUA ROSAS 1 L PERLAPHARMA;0;;;;;0;;;;;101;Parafarmacia;AGUA ROSAS 1 L PERLAPHARMA;;;
1;252882;AGUA TERMAL ROCHE POSAY 150 ML;0;dic-27;;;;0;;;;;101;Parafarmacia;AGUA TERMAL ROCHE POSAY 150 ML;;;
1;037908;AGUA TERMAL ROCHE POSAY 300 ML;0;may-27;;;;0;;;;;101;Parafarmacia;AGUA TERMAL ROCHE POSAY 300 ML;;;
1;379347;AGUJA ESTERIL ICO 16X5 LUER;0;feb-28;;;;0;;;;;101;Parafarmacia;AGUJA ESTERIL ICO 16X5 LUER;;;
1;379446;AGUJA ESTERIL ICO 40X8 LUER;0;dic-27;;0;0;0,4;0;0,4;0;;101;Parafarmacia;AGUJA ESTERIL ICO 40X8 LUER;;;
1;036544;AGUJA STERICAN 0,5X16 25G NARANJA 100U B;0;ago-30;;;;0;;;;;101;Parafarmacia;AGUJA STERICAN 0,5X16 25G NARANJA 100U B;;;
1;032584;AGUJA 0,3X13 30G 1/2 1UD;0;feb-28;;;;0;;;;;101;Parafarmacia;AGUJA 0,3X13 30G 1/2 1UD;;;
1;009781;AGUJAS STERICAN 30G 0.30X12MM;0;;;0;0;0,25;0;0,25;0;;101;Parafarmacia;AGUJAS STERICAN 30G 0.30X12MM;;;
1;165127;AGUJAS 0.25X8 MM 31G 100U;0;;;;;0;;;;;106;Efectos y accesorios;AGUJAS 0.25X8 MM 31G 100U;;;
1;704195;AIDESSIA EFG 0,15 MG/0,02 MG 1 X 21 COMPRIMIDOS;0;jun-27;;;;0;;;;;01;Especialidad;AIDESSIA EFG 0,15 MG/0,02 MG 1 X 21 COMPRIMIDOS;;;
1;704938;AIDRA DIARIO EFG 3 MG/0,03 MG 3 X 28 COMPRIMIDOS RECUBIERTOS (21+7);0;;;;;0;;;;;01;Especialidad;AIDRA DIARIO EFG 3 MG/0,03 MG 3 X 28 COMPRIMIDOS RECUBIERTOS (21+7);;;
1;702851;AIDRAELLE DIARIO EFG 3 MG/0,02 MG 3 X 28 COMPRIMIDOS RECUBIERTOS (21+7);0;;;12,37;0;17,16;0;4,79;0;;01;Especialidad;AIDRAELLE DIARIO EFG 3 MG/0,02 MG 3 X 28 COMPRIMIDOS RECUBIERTOS (21+7);;;
1;164760;AINARA GEL HIDRAT VAGINAL 30 G;0;oct-27;;;;0;;;;;106;Efectos y accesorios;AINARA GEL HIDRAT VAGINAL 30 G;;;
1;723924;AIRTAL 100 MG 20 COMPRIMIDOS RECUBIERTOS;0;;;;;0;;;;;01;Especialidad;AIRTAL 100 MG 20 COMPRIMIDOS RECUBIERTOS;;;
1;885285;AIRTAL 100 MG 40 COMPRIMIDOS RECUBIERTOS;0;sep-28;;;;0;;;;;01;Especialidad;AIRTAL 100 MG 40 COMPRIMIDOS RECUBIERTOS;;;
1;686022;AIRTAL 100 MG 40 SOBRES POLVO PARA SUSPENSION ORAL;0;;;;;0;;;;;01;Especialidad;AIRTAL 100 MG 40 SOBRES POLVO PARA SUSPENSION ORAL;;;
1;700713;AKINETON RETARD 4 MG 20 COMPRIMIDOS LIBERACION PROLONGADA;0;jul-29;;;;0;;;;;01;Especialidad;AKINETON RETARD 4 MG 20 COMPRIMIDOS LIBERACION PROLONGADA;;;
1;700714;AKINETON RETARD 4 MG 50 COMPRIMIDOS LIBERACION PROLONGADA;0;dic-29;;;;0;;;;;01;Especialidad;AKINETON RETARD 4 MG 50 COMPRIMIDOS LIBERACION PROLONGADA;;;
1;803817;AKINETON 2 MG 20 COMPRIMIDOS;0;ene-28;;;;0;;;;;01;Especialidad;AKINETON 2 MG 20 COMPRIMIDOS;;;
1;859892;AKINETON 2 MG 50 COMPRIMIDOS;0;jul-26;;;;0;;;;;01;Especialidad;AKINETON 2 MG 50 COMPRIMIDOS;;;
1;728345;AKLIEF 50 MICROGRAMOS/G CREMA 1 TUBO 75 G;0;;;;;0;;;;;01;Especialidad;AKLIEF 50 MICROGRAMOS/G CREMA 1 TUBO 75 G;;;
1;658837;ALACAPSIN 0,75 MG/G CREMA 1 TUBO 50 G;0;;;;;0;;;;;01;Especialidad;ALACAPSIN 0,75 MG/G CREMA 1 TUBO 50 G;;;
1;330581;ALANERV 920 MG 30 CAPS;0;;;;;0;;;;;103;Diet�tica;ALANERV 920 MG 30 CAPS;;;
1;172107;ALAON 30 CAPSULAS BLANDAS;0;;;;;0;;;;;103;Diet�tica;ALAON 30 CAPSULAS BLANDAS;;;
1;163605;ALASOD 20 COMPRIMIDOS;0;;;;;0;;;;;103;Diet�tica;ALASOD 20 COMPRIMIDOS;;;
1;723430;ALBIS EFG 20 MG/5 MG 28 COMPRIMIDOS RECUBIERTOS;0;nov-27;;;;0;;;;;01;Especialidad;ALBIS EFG 20 MG/5 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;168212;ALCOHOL DE ROMERO APOSAN 250ML;0;feb-30;;;;0;;;;;101;Parafarmacia;ALCOHOL DE ROMERO APOSAN 250ML;;;
1;152791;ALCOHOL 70� ACOFAR 1 FRASCO 250 ML;0;feb-30;;;;0;;;;;106;Efectos y accesorios;ALCOHOL 70� ACOFAR 1 FRASCO 250 ML;;;
1;348565;ALCOHOL 96� ACOFAR 1 FRASCO 250 ML;0;oct-29;;;;0;;;;;106;Efectos y accesorios;ALCOHOL 96� ACOFAR 1 FRASCO 250 ML;;;
1;219931;ALCOHOL 96 APOSAN 1000 ML;0;mar-28;;;;0;;;;;106;Efectos y accesorios;ALCOHOL 96 APOSAN 1000 ML;;;
1;219923;ALCOHOL 96 APOSAN 250 ML;0;ago-30;;0;0;2,95;0;2,95;0;;106;Efectos y accesorios;ALCOHOL 96 APOSAN 250 ML;;;
1;168539;ALCOHOL 96 APOSAN 500 ML;0;abr-30;;;;0;;;;;101;Parafarmacia;ALCOHOL 96 APOSAN 500 ML;;;
1;765082;ALCOSIN 20 MG 30 COMPRIMIDOS RECUBIERTOS;0;sep-28;;;;0;;;;;01;Especialidad;ALCOSIN 20 MG 30 COMPRIMIDOS RECUBIERTOS;;;
1;765083;ALCOTINA EFG 20 MG 30 COMPRIMIDOS RECUBIERTOS;0;;;;;0;;;;;01;Especialidad;ALCOTINA EFG 20 MG 30 COMPRIMIDOS RECUBIERTOS;;;
1;737338;ALDACTONE 100 MG 20 COMPRIMIDOS RECUBIERTOS;0;sep-30;;1,8;0;2,5;0;0,7;0;;01;Especialidad;ALDACTONE 100 MG 20 COMPRIMIDOS RECUBIERTOS;;;
1;702951;ALDACTONE 25 MG 20 COMPRIMIDOS RECUBIERTOS;0;may-30;;1,65;0;2,29;0;0,64;0;;01;Especialidad;ALDACTONE 25 MG 20 COMPRIMIDOS RECUBIERTOS;;;
1;702969;ALDACTONE 25 MG 50 COMPRIMIDOS RECUBIERTOS;0;sep-30;;;;0;;;;;01;Especialidad;ALDACTONE 25 MG 50 COMPRIMIDOS RECUBIERTOS;;;
1;654237;ALDOMET 250 MG 60 COMPRIMIDOS RECUBIERTOS;0;ene-27;;;;0;;;;;01;Especialidad;ALDOMET 250 MG 60 COMPRIMIDOS RECUBIERTOS;;;
1;703744;ALERCINA 10 MG 7 COMPRIMIDOS RECUBIERTOS;0;sep-27;;4,61;0;6,4;0;1,79;0;;01;Especialidad;ALERCINA 10 MG 7 COMPRIMIDOS RECUBIERTOS;;;
1;703215;ALERGICAL 0,5 MG/G + 0,1 MG/G CREMA 1 TUBO 30 G;0;ene-27;;;;0;;;;;01;Especialidad;ALERGICAL 0,5 MG/G + 0,1 MG/G CREMA 1 TUBO 30 G;;;
1;831537;ALERLISIN 1 MG/ML SOLUCION ORAL 1 FRASCO 200 ML;0;;;;;0;;;;;01;Especialidad;ALERLISIN 1 MG/ML SOLUCION ORAL 1 FRASCO 200 ML;;;
