Código;Cód. Nacional;Descripción;Unidades;P.C.M.;P.C.M. Línea;P.V.P. Línea;P.V.P.;IVA;Caducidad;
8470003152563;315256;TAMPON FARMACONFORT MINI 18 U;1;3,24;3,24;4,95;4,95;4,00;01/12/2026;
8470003152570;315257;TAMPON FARMACONFORT REGUL 16 U;1;3,24;3,24;4,95;4,95;4,00;01/12/2030;
8470007670896;767089;TAMSULOSINA CINFA 0.4 MG 30CAP;1;3,67;3,67;10,96;10,96;4,00;01/09/2028;
8470006583388;658338;TAMSULOSINA NORMON 0.4MG 30CAP;1;5,14;5,14;10,96;10,96;4,00;01/07/2027;
8470006857007;685700;TAMSULOSINA NORMON 0.4MG 30COM;1;5,13;5,13;10,96;10,96;4,00;01/06/2028;
8470006526613;652661;TAMSULOSINA RATIO 0.4MG 30CAPS;1;3,43;3,43;10,96;10,96;4,00;01/06/2028;
8470006812914;681291;TAMSULOSINA RE CINFA 0.4MG30CO;5;3,48;17,40;54,80;10,96;4,00;01/04/2028;
8470006851883;685188;TAMSULOSINA TEVA 0.4 MG 30COMP;1;7,47;7,47;10,96;10,96;4,00;01/11/2028;
8470000904011;090401;TAPONES BASTONES;3;0,92;2,76;4,50;1,50;21,00;01/10/2030;
8470000904028;090402;TAPONES BASTONES PEQUEÑOS;3;0,92;2,76;4,50;1,50;21,00;01/07/2030;
MOLD3689;MOLD3689;TAPONES MOLDEX SPARK PLUG ESPU;3;1,13;3,39;8,85;2,95;21,00;01/12/2029;
8470002383036;238303;TAPONES NOTON BASIC STOP 2 UN;1;0,88;0,88;1,95;1,95;21,00;01/01/2027;
8470002531468;253146;TAPONES OIDO 3M AGUARUIDO 2UN;1;4,29;4,29;6,95;6,95;21,00;01/03/2028;
8470000031946;003194;TAPONES OIDO CERA TAPS 12UN;1;3,11;3,11;4,95;4,95;10,00;01/05/2027;
8470003253246;325324;TAPONES OIDOS ESPUMA APOSAN 4 UNIDADES;1;1,82;1,82;3,95;3,95;21,00;01/06/2030;
8470001612236;161223;TAPONES OIDOS GOMAESPUMA SPARK PLUGS BLISTER 10 UNIDADES;4;3,36;13,44;23,80;5,95;21,00;01/11/2027;
8470003704298;370429;TAPONES OIDOS NOTON AGUA 2 UN;1;4,28;4,28;7,95;7,95;21,00;01/10/2030;
8470003205641;320564;TAPONES OIDOS NOTON ESPUMA 4UN;1;4,15;4,15;5,95;5,95;21,00;01/03/2027;
8470001632326;163232;TAPONES OIDOS QUIES CERA 16 UN;1;5,45;5,45;8,95;8,95;21,00;01/04/2028;
8470006729083;672908;TARDYFERON 80 MG 30 COMP;3;1,77;5,31;7,50;2,50;4,00;01/11/2028;
8470006679517;667951;TARGIN 105 MG 56 COMP;1;17,31;17,31;25,38;25,38;4,00;01/02/2028;
8470006547830;654783;TARGIN 2010 MG 56 COMP;1;34,60;34,60;50,77;50,77;4,00;01/03/2028;
8470006679883;667988;TARGIN 52.5 MG 56 COMP;1;8,65;8,65;12,69;12,69;4,00;01/01/2027;
8470007328032;732803;TARLODIX 510MG 30CAP;1;7,61;7,61;11,16;11,16;4,00;01/01/2028;
8470007327981;732798;TARLODIX 55MG 30CAP;1;4,02;4,02;5,90;5,90;4,00;01/03/2028;
8470007326915;732691;TARLODIX PLUS 51025MG 30CAP;1;7,63;7,63;11,16;11,16;4,00;01/08/2027;
8470007326984;732698;TARLODIX PLUS 5525MG 30CAP;1;4,02;4,02;5,90;5,90;4,00;01/04/2028;
8470002270664;227066;TARRO PRECINTO BL 75 ML 30 U;1;23,12;23,12;34,16;34,16;21,00;01/03/2030;
8470006633748;663374;TAUCOR 20 MG 30 COMP;1;1,43;1,43;2,09;2,09;4,00;Sin Fecha Cad.;
8470006606056;660605;TAVANIC 500 MG 7 COMP;1;8,93;8,93;13,11;13,11;4,00;01/04/2027;
8470007287469;728746;TEBARAT 0.5 MGML COL 40 AMP;1;6,68;6,68;9,79;9,79;4,00;01/04/2027;
8470006799468;679946;TEGRETOL 200 MG 100 COM;1;2,71;2,71;3,98;3,98;4,00;01/08/2027;
8470006998120;699812;TELFAST 120 MG 7 COMP;1;7,46;7,46;10,94;10,94;4,00;01/08/2027;
8470005723280;572328;TELMIN UNID 20MG SUS.ORAL 50ML;1;17,17;17,17;26,95;26,95;10,00;01/01/2027;
8470006737743;673774;TELMISARTAN NORMON 20MG 28CO;1;2,34;2,34;5,00;5,00;4,00;01/09/2027;
8470006737699;673769;TELMISARTAN NORMON 40MG 28CO;1;4,68;4,68;9,99;9,99;4,00;01/07/2027;
8470001587794;158779;TENA DISCREET COM MAXINIGHT12;2;5,82;11,64;19,90;9,95;10,00;01/12/2028;
8470003419093;341909;TENA DISCREET COMPRE MINI 20UN;1;3,15;3,15;5,95;5,95;10,00;01/12/2026;
8470003646871;364687;TENA DISCREET COMPRE XTRA 20UN;1;3,87;3,87;9,95;9,95;10,00;01/11/2027;
8470001502049;150204;TENA DISCREET EXTRA PLUS 16U;1;5,71;5,71;8,95;8,95;10,00;01/08/2028;
8470002108738;210873;TENA DISCREET NORMAL ULTRA 16U;1;3,28;3,28;5,95;5,95;10,00;01/10/2030;
8470001706706;170670;TENA DISCREET ULTRA MINI 28 U;1;3,28;3,28;4,95;4,95;10,00;01/11/2027;
8470002660496;266049;TENA FOR MEN LEVEL 1 24 UN;1;5,60;5,60;9,95;9,95;10,00;01/10/2026;
8470001587800;158780;TENA FOR MEN LEVEL 3 16 UN;1;5,72;5,72;9,95;9,95;10,00;01/10/2030;
8470003436328;343632;TENA LADY COMPRESA NORMAL 12UN;1;3,26;3,26;5,95;5,95;10,00;01/08/2028;
8470002160446;216044;TENA LADY COMPRESA NORMAL 24UN;1;4,67;4,67;6,95;6,95;10,00;01/12/2028;
8470001790736;179073;TENA MEN ESCUDO PROTECTOR;1;3,60;3,60;5,95;5,95;10,00;01/10/2030;
8470001623768;162376;TENA MEN UNDERWEAR 4 10UN T L;1;17,32;17,32;23,50;23,50;10,00;01/10/2030;
8470004648836;464883;TENA SLIP ANAT EL NOCH MD 80;1;35,63;35,63;43,91;43,91;10,00;01/10/2028;
8470004991116;499111;TENA SLIPAD T GRANDE SNOCH 80U;1;28,72;28,72;43,91;43,91;10,00;01/10/2026;
8470007239734;723973;TENORMIN 50 MG 60 COMP;1;1,70;1,70;2,50;2,50;4,00;01/12/2028;
8470002179943;217994;TENSIOMETRO DIG BZ APOSAN;2;14,69;29,38;87,90;43,95;21,00;01/09/2027;
8470001762597;176259;TENSIOMETRO DIG MUÑ APOSAN;1;20,99;20,99;33,95;33,95;21,00;01/03/2070;
8470006581667;658166;TERAZOSINA NORMON 5 MG 30 COM;1;3,79;3,79;8,10;8,10;4,00;01/04/2028;
8470009296537;929653;TERBASMIN EXPECT SOLU 180 ML;1;6,10;6,10;9,30;9,30;4,00;01/07/2027;
8470007235002;723500;TERBASMIN TURBUHALER 120 DOS;1;4,73;4,73;6,93;6,93;4,00;01/09/2028;
8470009476632;947663;TERMALGIN 500 MG 24 COMP;1;2,86;2,86;4,98;4,98;4,00;01/07/2028;
8470008511624;851162;TERMALGIN 650 MG 20 COMP;1;3,33;3,33;5,10;5,10;4,00;01/09/2027;
8470003039901;303990;TERMOMETRO BAÑO SUAVINEX;1;4,38;4,38;6,95;6,95;21,00;01/11/2030;
8470002326293;232629;TERMOMETRO DIG HARTMANN RAPID;1;7,81;7,81;12,95;12,95;21,00;01/07/2027;
8470001815439;181543;TERMOMETRO SIN CONTACTO APOSAN;2;35,52;71,04;79,90;39,95;21,00;01/12/2030;
8470003271806;327180;TERMOMETRO THERMOV RAPID FLEX;1;10,10;10,10;15,95;15,95;21,00;01/01/2030;
8470007006794;700679;TERRA CORTRIL 3.5 G OTIC OFTAL;2;2,71;5,42;7,96;3,98;4,00;01/09/2027;
8470008338061;833806;TERRA CORTRIL PDA TOP 4.7 G;1;4,18;4,18;6,14;6,14;4,00;01/02/2029;
8470006531129;653112;TERRAMICINA PDA TOPICA 4.7 G;1;1,00;1,00;1,47;1,47;4,00;01/05/2030;
8470007007050;700705;TERRAMICINA POMADA OFT 3.5 G;4;2,23;8,92;14,24;3,56;4,00;01/08/2027;
8470006608593;660859;TESAVEL 100 MG 56 COMP;1;36,17;36,17;53,05;53,05;4,00;01/09/2027;
ALLTEST2;ALLTEST2;TEST ANTIGENO SALIVA COVID ALLTEST 1 UD;10;1,51;15,10;23,00;2,30;21,00;01/07/2026;
ALLTEST1;ALLTEST1;TEST NASAL COMBINADO AUTODIAGNOSTICO ANTIGENOS SARS-COV-2 Y GRIPE A/B ALLTEST (VG SERVIFARMAGLOBAL) 1 UNIDAD;23;1,51;34,73;57,50;2,50;21,00;01/07/2026;
8470001695093;169509;TEST OVULACION APOSAN 7 UN;1;11,19;11,19;19,95;19,95;21,00;01/12/2027;
8470002117679;211767;TEST RAPIDO DE EMBARAZO ZERENE FERTILITY 1 UNIDAD;2;1,01;2,02;9,90;4,95;21,00;01/03/2028;
TEZPHA29;TEZPHA29;TEST TEZARO PHARMA ALL TEST DE MENOPAUSIA FSH DE DETECCIÓN RÁPIDA EN ORINA 1 PRUEBA;1;2,46;2,46;4,95;4,95;21,00;01/11/2026;
TEZPHA26;TEZPHA26;TEST TEZARO PHARMA ALLTEST DE VITAMINA D EN SANGRE DE DETECCION RAPIDA DE 25-OH VITAMINA D 1 PRUEBA;2;5,96;11,92;19,90;9,95;21,00;Sin Fecha Cad.;
TEZPHA23;TEZPHA23;TEST TEZARO PHARMA DE ALCOHOL EN SALIVA 1 TIRA;2;2,59;5,18;11,90;5,95;21,00;01/01/2027;
TEZPHA27;TEZPHA27;TEST TEZARO PHARMA DE INFECCIÓN URINARIA ITU DE DETECCIÓN RÁPIDA EN ORINA 2 PRUEBAS;3;3,72;11,16;17,85;5,95;21,00;01/03/2027;
TEZPHA02;TEZPHA02;TEST TEZARO PHARMA HELICOBACER PYLORI (H. PYLORI) EN HECES 1 PRUEBA;1;4,92;4,92;8,95;8,95;21,00;01/11/2027;
TEZPHA06;TEZPHA06;TEST TEZARO PHARMA PH VAGINAL (INFECCION VAGINAL) 1 PRUEBA;2;2,05;4,10;17,90;8,95;21,00;01/03/2027;
TEZPHA05;TEZPHA05;TEST TEZARO PHARMA SANGRE OCULTA EN HECES EN SANGRE DETECCIÓN RAPIDA 1 PRUEBA;2;4,73;9,46;21,90;10,95;21,00;01/03/2027;
8470007007043;700704;TESTEX PROLONGATUM 250MG 1AMP;1;5,90;5,90;8,65;8,65;4,00;01/05/2029;
8470008387557;838755;TESTOGEL 50 MG 30 SOBR (MC);2;36,08;72,16;105,84;52,92;4,00;01/04/2028;
8470001992604;199260;TETINA FISIO FLUJO L SIL 2UD;1;5,92;5,92;8,95;8,95;21,00;01/12/2026;
8470001992598;199259;TETINA FISIO FLUJO M SIL 2UD;1;5,92;5,92;8,95;8,95;21,00;01/05/2029;
8470001992581;199258;TETINA FISIO FLUJO S SIL 2UD;1;5,62;5,62;8,95;8,95;21,00;01/05/2030;
8470001951991;195199;TETINA SUAV ANTICOL SIL TL 2U;1;7,21;7,21;10,95;10,95;21,00;01/09/2030;
8470001884190;188419;TETINA SUAV ANTICOL SILIC S 2U;1;7,21;7,21;10,95;10,95;21,00;01/05/2029;
8470001884183;188418;TETINA SUAV LACT MIX SILIC 2U;1;6,73;6,73;9,95;9,95;21,00;01/01/2029;
TH4771;TH4771;TH BASE DE MAQUILLAJE SPF20 BEIGE 40ML;1;7,81;7,81;13,95;13,95;21,00;01/07/2029;
TH4788;TH4788;TH BASE DE MAQUILLAJE SPF20 SAND 40ML;1;7,79;7,79;13,95;13,95;21,00;01/05/2027;
TH4795;TH4795;TH BASE DE MAQUILLAJE SPF20 WARM HONEY 40ML;1;7,81;7,81;13,95;13,95;21,00;01/07/2029;
TH089943;TH089943;TH NATURE ACEITE DE ARBOL DE TE 10ML;2;4,71;9,42;13,90;6,95;21,00;01/08/2026;
TH001017;TH001017;TH PHARMA ACTIVADOR RIZOS SIN ACLARADO CURLY CARE 200 ML;1;8,11;8,11;11,95;11,95;21,00;01/12/2029;
TH038439;TH038439;TH PHARMA BALSAMO LABIAL REPARADOR CON COLOR CEREZA 01 TH PHARMA;1;2,93;2,93;4,95;4,95;21,00;01/10/2026;
TH037692;TH037692;TH PHARMA BARRA DE LABIOS VARIOS COLORES;25;3,49;87,25;148,75;5,95;21,00;01/12/2030;
TH092738;TH092738;TH PHARMA CHAMPU ANTICASPA ALGAS AZULES Y ALOE VERA 750ML;1;8,09;8,09;11,95;11,95;21,00;01/10/2026;
TH003857;TH003857;TH PHARMA CHAMPU CURLY CARE CUIDADO DE RIZOS 300ML;2;7,06;14,12;23,90;11,95;21,00;01/07/2028;
TH092714;TH092714;TH PHARMA CHAMPU EXTO GRANADA Y BAYAS DE GOJI ANTIPOLUCION 1L;2;4,10;8,20;15,90;7,95;21,00;01/12/2026;
TH094664;TH094664;TH PHARMA CHAMPU EXTRACTO DE AJO NEGRO 1L;1;5,09;5,09;9,95;9,95;21,00;01/12/2026;
TH064629;TH064629;TH PHARMA CHAMPU EXTRACTO DE CEBOLLA ROJA 1L;2;4,89;9,78;19,90;9,95;21,00;01/06/2028;
TH012613;TH012613;TH PHARMA CHAMPU FORTIFICANTE Y REVITALIZANTE BIOTINA Y JENGIBRE 1000ML;6;5,18;31,08;65,70;10,95;21,00;01/09/2026;
TH056570;TH056570;TH PHARMA CHAMPU LECHE DE AVENA Y JALEA REAL 1L;1;5,88;5,88;8,95;8,95;21,00;01/08/2028;
TH056594;TH056594;TH PHARMA CHAMPU LECHE DE MACADAMIA Y KARITE 1L;4;4,89;19,56;35,80;8,95;21,00;01/12/2026;
TH076998;TH076998;TH PHARMA CHAMPU NEOXIL FORTE ANTICAIDA 400 ML;2;7,07;14,14;21,90;10,95;21,00;01/06/2028;
TH101775;TH101775;TH PHARMA CHAMPU NUTRITIVO HIALURONICO 1000ML;2;6,74;13,48;29,90;14,95;21,00;01/07/2028;
TH003956;TH003956;TH PHARMA CHAMPU PROVITAMINA B5 EFECTO ANTI-FRIZZ CABELLOS SECOS 1000ML;1;6,74;6,74;10,95;10,95;21,00;01/10/2028;
TH569854;TH569854;TH PHARMA CHAMPU REDUCTOR DE CANAS GRADUAL 60ML;2;4,94;9,88;23,90;11,95;21,00;01/02/2028;
TH620276;TH620276;TH PHARMA ESMALTE DE UÑAS VARIOS COLORES;16;2,00;32,00;48,00;3,00;21,00;01/11/2030;
TH062700;TH062700;TH PHARMA GEL CORPORAL SPA PIEL SENSIBLE 750ML;2;0,89;1,78;5,90;2,95;21,00;01/12/2026;
TH090857;TH090857;TH PHARMA GEL CORPORAL ZERO 0% ACEITE DE COCO;2;1,99;3,98;5,90;2,95;21,00;01/12/2026;
TH072198;TH072198;TH PHARMA GEL CORPORAL ZERO 0% ACEITE DE SOJA;1;1,99;1,99;2,95;2,95;21,00;01/08/2028;
TH062724;TH062724;TH PHARMA GEL CORPORAL ZERO 0% ALMENDRAS DULCES Y MIEL;2;1,99;3,98;5,90;2,95;21,00;01/12/2026;
TH062731;TH062731;TH PHARMA GEL CORPORAL ZERO 0% AVENA Y GERMEN DE TRIGO;1;1,99;1,99;2,95;2,95;21,00;01/08/2028;
TH101843;TH101843;TH PHARMA GEL DE BAÑO ACEITE DE ARGAN COCO Y MACADAMIA 1.000 ML;2;9,43;18,86;13,90;6,95;21,00;01/12/2026;
TH096934;TH096934;TH PHARMA GEL DE BAÑO ACEITE DE CAMELIA Y MACADAMIA 1000 ML;1;4,03;4,03;6,95;6,95;21,00;01/10/2026;
TH099768;TH099768;TH PHARMA GEL DE BAÑO EXTRACTO DE POMELO Y ACEITE DE AGUACATE 1L;4;4,49;17,96;31,80;7,95;21,00;01/01/2028;
TH1850;TH1850;TH PHARMA HYALURONIC SERUM CAPILAR GOLD 30ML;2;4,92;9,84;19,90;9,95;10,00;01/08/2026;
TH099782;TH099782;TH PHARMA JABON DE MANOS EXTRACTO DE POMELO Y ACEITE DE AGUACATE 500 ML;1;1,33;1,33;4,95;4,95;21,00;01/01/2028;
TH094671;TH094671;TH PHARMA MASCARILLA DE AJO NEGRO XXL 700ML;1;4,26;4,26;8,95;8,95;21,00;01/12/2027;
TH092721;TH092721;TH PHARMA MASCARILLA EXTO GRANADA Y BAYAS DE GOJI ANTIPOLUCION 700ML;1;4,03;4,03;8,95;8,95;21,00;01/12/2027;
TH092752;TH092752;TH PHARMA MASCARILLA EXTRACTO DE ACAI 700ML;1;7,13;7,13;10,95;10,95;21,00;01/12/2026;
TH012651;TH012651;TH PHARMA MASCARILLA FORTIFICANTE Y REVITALIZANTE BIOTINA Y JENGIBRE 700ML;5;4,84;24,20;49,75;9,95;21,00;01/11/2026;
TH056587;TH056587;TH PHARMA MASCARILLA LECHE DE AVENA Y JALEA REAL 700ML;1;4,40;4,40;8,95;8,95;21,00;01/10/2026;
TH056600;TH056600;TH PHARMA MASCARILLA LECHE DE MACADAMIA Y KARITE 700ML;3;4,64;13,92;26,85;8,95;21,00;01/12/2027;
TH011500;TH011500;TH PHARMA MASCARILLA LIQUIDA CAPILAR INSTANT WATER SOFT 200ML;2;7,11;14,22;23,90;11,95;21,00;01/08/2026;
TH003987;TH003987;TH PHARMA MASCARILLA PROVITAMINA B5 CABELLOS TEÑIDOS Y MECHAS ANTI-FRIZZ 700ML;1;6,76;6,76;10,95;10,95;21,00;01/11/2028;
TH003963;TH003963;TH PHARMA MASCARILLA PROVITAMINA B5 EFECTO ANTI-FRIZZ CABELLOS SECOS 700ML;2;6,74;13,48;21,90;10,95;21,00;01/11/2028;
TH002231;TH002231;TH PHARMA MOUSSE ULTRASUAVE HIGIENE INTIMA USO DIARIO 200ML;2;6,74;13,48;21,90;10,95;21,00;01/07/2026;
8470001704016;170401;TH PHARMA NATURE ACEITE PURO ROSA MOSQUETA 1 ENVASE 10 ml;1;5,07;5,07;7,95;7,95;21,00;01/10/2032;
8470001722805;172280;TH PHARMA NATURE NUTRI UREA HIDRATANTE CORPORAL UREA 10 % 1 ENVASE 500 ml;1;7,79;7,79;11,95;11,95;21,00;01/07/2026;
8470001704184;170418;TH PHARMA NEUTRALIA CREMA DE MANOS ANTIEDAD 1 ENVASE 75 ml;1;2,70;2,70;4,95;4,95;21,00;01/05/2028;
TH001208;TH001208;TH PHARMA SERUM CAPILAR CURLY CARE 60 ML;1;7,41;7,41;10,95;10,95;21,00;01/12/2029;
TH004069;TH004069;TH PHARMA TRATAMIENTO CONCENTRADO CAPILAR ANTI-FRIZZ CONESTRACTO DE CAMELIA DORADA, ARGAN Y COCO 3X25ML;2;5,61;11,22;19,90;9,95;21,00;01/08/2026;
8470008617715;861771;TH PHARMA VITALIA ECO SIN AMONIACO COLORACION CAPILAR NATURAL ANTI-EDAD COLOR 10 RUBIO PLATINO;3;4,24;12,72;20,85;6,95;21,00;01/11/2027;
8470001698018;169801;TH PHARMA VITALIA GOLD MASCARILLA CAPILAR 1 ENVASE 400 ml;1;7,13;7,13;9,95;9,95;21,00;01/07/2028;
8470001722812;172281;TH PHARMA VITALIA PERFECT CONTORNO DE OJOS 1 ENVASE 30 ml;2;5,13;10,27;19,80;9,90;21,00;01/10/2030;
8470001704146;170414;TH PHARMA VITALIA PERFECT HIDRATANTE CORPORAL 1 ENVASE 250 ml;1;3,09;3,09;5,95;5,95;21,00;01/10/2030;
8470001698186;169818;TH PHARMA VITALIA SIN AMONIACO COLORACION CAPILAR PERMANENTE COLOR 1 NEGRO;2;4,24;8,48;13,90;6,95;21,00;01/08/2027;
8470001698179;169817;TH PHARMA VITALIA SIN AMONIACO COLORACION CAPILAR PERMANENTE COLOR 4 CASTAÑO MEDIO;2;4,13;8,26;13,90;6,95;21,00;01/12/2026;
8470001698124;169812;TH PHARMA VITALIA SIN AMONIACO COLORACION CAPILAR PERMANENTE COLOR 5 CASTAÑO CLARO;2;4,14;8,28;13,90;6,95;21,00;01/12/2026;
8470001698162;169816;TH PHARMA VITALIA SIN AMONIACO COLORACION CAPILAR PERMANENTE COLOR 5.1 CASTAÑO CLARO CENIZA;2;4,24;8,48;13,90;6,95;21,00;01/10/2030;
8470001698148;169814;TH PHARMA VITALIA SIN AMONIACO COLORACION CAPILAR PERMANENTE COLOR 5.57 CASTAÑO CLARO CAOBA VIOLETA;1;3,56;3,56;6,95;6,95;21,00;01/10/2030;
8470001698117;169811;TH PHARMA VITALIA SIN AMONIACO COLORACION CAPILAR PERMANENTE COLOR 6.13 RUBIO OSCURO CENIZA DORADO;1;4,03;4,03;6,95;6,95;21,00;01/12/2026;
8470001698100;169810;TH PHARMA VITALIA SIN AMONIACO COLORACION CAPILAR PERMANENTE COLOR 6.31 RUBIO OSCURO DORADO CENIZA;1;4,03;4,03;6,95;6,95;21,00;01/08/2026;
8470001698049;169804;TH PHARMA VITALIA SIN AMONIACO COLORACION CAPILAR PERMANENTE COLOR 6.65 RUBIO OSCURO ROJO CAOBA;1;4,03;4,03;6,95;6,95;21,00;01/12/2026;
8470001698247;169824;TH PHARMA VITALIA SIN AMONIACO COLORACION CAPILAR PERMANENTE COLOR 7 RUBIO MEDIO;1;4,24;4,24;6,95;6,95;21,00;01/12/2026;
8470001698209;169820;TH PHARMA VITALIA SIN AMONIACO COLORACION CAPILAR PERMANENTE COLOR 7.03 RUBIO MEDIO NATURAL DORADO;3;4,24;12,72;20,85;6,95;21,00;01/12/2030;
8470001698230;169823;TH PHARMA VITALIA SIN AMONIACO COLORACION CAPILAR PERMANENTE COLOR 7.46 RUBIO MEDIO ACOBRADO ROJO;1;4,03;4,03;6,95;6,95;21,00;01/12/2026;
TH770278;TH770278;TH-VITALIA COLOR TINTE Nº3;2;4,24;8,48;13,90;6,95;21,00;01/12/2026;
8470008617760;861776;TH-VITALIA COLOR TINTE Nº6;1;4,24;4,24;6,95;6,95;21,00;01/08/2027;
8470008617821;861782;TH-VITALIA COLOR TINTE Nº7.1;1;4,03;4,03;6,95;6,95;21,00;01/12/2026;
8470008617852;861785;TH-VITALIA COLOR TINTE Nº7.23;3;3,95;11,85;20,85;6,95;21,00;01/12/2026;
8470008617913;861791;TH-VITALIA COLOR TINTE Nº7.35;1;3,12;3,12;6,95;6,95;21,00;01/10/2030;
8470008617906;861790;TH-VITALIA COLOR TINTE Nº8.32;1;3,56;3,56;6,95;6,95;21,00;01/10/2030;
8470008617876;861787;TH-VITALIA COLOR TINTE Nº9;2;4,21;8,42;13,90;6,95;21,00;01/12/2027;
8470008617944;861794;TH-VITALIA COLOR TINTE Nº901;2;4,03;8,06;13,90;6,95;21,00;01/09/2026;
TH792256;TH792256;TH-VITALIA ECO COLOR TINTE Nº 1;1;4,53;4,53;7,95;7,95;21,00;01/12/2028;
TH780239;TH780239;TH-VITALIA ECO COLOR TINTE Nº10;2;5,07;10,14;15,90;7,95;21,00;01/12/2028;
TH00004;TH0000;TH-VITALIA ECO COLOR TINTE Nº4;2;5,04;10,08;15,90;7,95;21,00;01/12/2026;
TH792287;TH792287;TH-VITALIA ECO COLOR TINTE Nº5;1;2,79;2,79;7,95;7,95;21,00;01/08/2026;
TH792294;TH792294;TH-VITALIA ECO COLOR TINTE Nº6;2;3,18;6,36;15,90;7,95;21,00;01/12/2026;
TH780208;TH780208;TH-VITALIA ECO COLOR TINTE Nº7;2;2,79;5,58;15,90;7,95;21,00;01/08/2026;
TH792317;TH792317;TH-VITALIA ECO COLOR TINTE Nº8;2;4,53;9,06;15,90;7,95;21,00;01/12/2027;
TH792324;TH792324;TH-VITALIA ECO COLOR TINTE Nº9;1;5,04;5,04;7,95;7,95;21,00;01/08/2026;
8470001667014;166701;THEALOZ DUO 10 ML;1;12,83;12,83;18,95;18,95;10,00;01/05/2028;
8470001760494;176049;THEALOZ DUO GEL 0.4GR 30UNIDOS;1;14,54;14,54;20,95;20,95;10,00;01/06/2028;
8470001996152;199615;THERMACARE CUELLO HOMBRO 2 UDS;1;4,21;4,21;6,95;6,95;10,00;01/10/2027;
8470001996176;199617;THERMACARE LUMBAR CADERA 2 UD;1;6,12;6,12;9,95;9,95;10,00;01/09/2027;
8470001996183;199618;THERMACARE LUMBAR CADERA 4 UDS;1;12,82;12,82;18,95;18,95;10,00;01/03/2028;
8470007308409;730840;THERVAN 10 MG 28 COMPRIMIDOS;1;2,47;2,47;3,61;3,61;4,00;01/05/2028;
8470008439874;843987;THROMBOCID FORTE 0.5% PDA 60 G;1;6,03;6,03;10,76;10,76;4,00;01/10/2028;
8470006969892;696989;THROMBOCID PDA 30 G;1;4,57;4,57;7,26;7,26;4,00;01/10/2028;
8470007588405;758840;TIAPRIZAL 100MG 20COM;1;1,78;1,78;2,59;2,59;4,00;01/10/2027;
8470007325086;732508;TICAGRELOR TEVA 90MG 56COM;1;16,20;16,20;48,39;48,39;4,00;01/08/2027;
8470003040143;304014;TIJERA SUAVINEX INF;1;4,43;4,43;6,50;6,50;21,00;01/12/2030;
8470002111936;211193;TILA ALPINA EST 100 TAZAS;1;2,57;2,57;3,95;3,95;10,00;01/05/2027;
8470002112193;211219;TILA ALPINA MILVUS 20 BOLS;1;3,46;3,46;5,95;5,95;10,00;01/06/2028;
8470007174967;717496;TIMABAK 0.50% COLI 5 ML;1;6,07;6,07;8,90;8,90;4,00;01/10/2026;
8470008958054;895805;TIORFAN 100 MG 20 CAPS;1;9,05;9,05;13,28;13,28;4,00;01/02/2027;
8470003062411;306241;TIRA NASAL BREATHE RIGHT 10GD;1;7,46;7,46;11,95;11,95;21,00;01/02/2030;
8470003003193;300319;TIRA NASAL BREATHE RIGHT 30GD;1;19,61;19,61;28,95;28,95;21,00;01/02/2030;
8470001887771;188777;TIRAS GLUCOM APOSAN BG-202 50U;1;12,81;12,81;18,95;18,95;10,00;01/03/2027;
PRIM03;PRIM03;TIRAS REACTIVAS COLESTEROL MULTICARE-IN 1 U;8;2,73;21,84;48,00;6,00;10,00;01/05/2027;
PRIM001;PRIM00;TIRAS REACTIVAS TRIGLICERIDOS MULTICARE-IN 1U;6;3,52;21,12;36,00;6,00;10,00;01/12/2028;
8470001529831;152983;TIRITAS CLASSI SURT 10X6CM10UD;1;3,11;3,11;4,95;4,95;10,00;01/01/2030;
8470001529756;152975;TIRITAS CLASSIC 6X10CM 10UDS;1;3,11;3,11;4,95;4,95;10,00;01/07/2030;
8470002215641;221564;TIRITAS ELASTICAS 100X6 CM;1;3,19;3,19;4,95;4,95;10,00;01/01/2030;
8470003429696;342969;TIRITAS HYDRO MEDIDA 9X6.5 CM;1;5,92;5,92;8,95;8,95;10,00;01/01/2027;
8470003741163;374116;TIRITAS PLAST 100X6 CM;1;3,11;3,11;4,95;4,95;10,00;01/05/2027;
8470003740746;374074;TIRITAS PLASTIC 20 UN;1;2,56;2,56;3,95;3,95;10,00;01/06/2029;
8470001550057;155005;TIRITAS PLASTIC REDONDAS 20 U;1;2,60;2,60;3,95;3,95;10,00;01/10/2030;
8470001572851;157285;TIRITAS PROTE PLUS 25X72MM 15U;1;2,38;2,38;3,95;3,95;10,00;01/03/2030;
8470001530158;153015;TIRITAS TELA CLASSIC19X72 20UN;1;2,48;2,48;3,95;3,95;10,00;01/09/2030;
8470003292375;329237;TIRITAS TEXTIL ELAST RAPID 20U;1;2,60;2,60;3,95;3,95;10,00;01/05/2030;
8470001656070;165607;TIRITAS TRANSPARENTE 20 UN;1;1,60;1,60;3,95;3,95;10,00;01/06/2030;
8470007005247;700524;TIRODRIL 5 MG 40 COMPRIMIDOS;2;6,56;13,12;19,20;9,60;4,00;01/03/2030;
8470008364299;836429;TISUDERMA 2.5% PDA 5 G;1;3,18;3,18;4,75;4,75;4,00;01/02/2028;
8470001949943;194994;TOAL OFTA DUAL FARLI AH30U;1;5,94;5,94;8,95;8,95;21,00;01/10/2028;
