Código;Cód. Nacional;Descripción;Unidades;P.C.M.;P.C.M. Línea;P.V.P. Línea;P.V.P.;IVA;Caducidad;
8470006991343;699134;IBUPROFENO KERN 40MG 150ML;1;2,55;2,55;3,75;3,75;4,00;01/08/2027;
8470008191444;819144;IBUPROFENO NORMON 20MGML 200;1;1,25;1,25;2,50;2,50;4,00;01/06/2028;
8470007542674;754267;IBUPROFENO NORMON 400 MG 30 CO;2;0,69;1,38;4,12;2,06;4,00;30/06/2028;
8470006869086;686908;IBUPROFENO NORMON 40MG 150ML;1;1,88;1,88;3,75;3,75;4,00;01/06/2027;
8470007548461;754846;IBUPROFENO NORMON 600 MG 40 CO;4;0,98;3,92;7,88;1,97;4,00;01/08/2028;
8470007188469;718846;IBUPROFENO STADA 400MG 20SOB;5;3,63;18,15;47,55;9,51;4,00;01/08/2028;
8470006991282;699128;IBUPROFENO SUSP CINFA40MG200ML;1;2,68;2,68;5,00;5,00;4,00;01/07/2028;
8470007099697;709969;IBUSTICK 50 MGG GEL 30 G;1;4,68;4,68;6,87;6,87;4,00;01/08/2028;
8470006616581;661658;IBUSTICK 50 MGG GEL 60 G;2;5,18;10,36;18,00;9,00;4,00;01/05/2028;
8470006783429;678342;IDEOS 30 COMP MAST;1;2,21;2,21;3,61;3,61;4,00;01/10/2026;
8470006783344;678334;IDEOS 60 COMP MAST;1;4,91;4,91;7,21;7,21;4,00;01/05/2028;
8470006559673;655967;IDEOS UNIDIA 1000MG880UI 30SO;1;5,41;5,41;7,93;7,93;4,00;01/09/2028;
8470001985040;198504;IDRACARE GEL VAG 8 CANULAS*5ML;1;14,64;14,64;21,95;21,95;21,00;01/03/2028;
8470007245292;724529;ILMAGO 0.50.4 MG 30 CAPS;1;13,73;13,73;20,15;20,15;4,00;01/09/2027;
12244059;12244059;ILUMINADOR CON PINCEL BETER 44059;1;7,86;7,86;11,50;11,50;21,00;01/06/2028;
8470006774540;677454;ILVICO 10 SOBRES;1;4,34;4,34;13,99;13,99;4,00;01/04/2027;
8470007713371;771337;ILVICO 20 GRAG;16;6,36;101,76;223,84;13,99;4,00;01/10/2027;
8470007218982;721898;ILVIGRIP NOCHE 180 ML;3;5,20;15,60;41,97;13,99;4,00;01/07/2026;
8470006695234;669523;IMIGRAN INTRANASAL 10 MG;2;8,04;16,08;23,58;11,79;4,00;01/07/2028;
8470006695159;669515;IMIGRAN INTRANASAL 20 MG 2 PUL;2;15,16;30,32;42,80;21,40;4,00;01/12/2027;
8470006503270;650327;IMIGRAN NEO 50 MG 4 COMP;4;8,18;32,72;48,72;12,18;4,00;01/09/2027;
8470007652175;765217;IMIGRAN NEO DIFARMED 50 mg 4 COMPRIMIDOS RECUBIERTOS;2;7,41;14,82;24,36;12,18;4,00;01/09/2027;
IMPRO738;IMPRO738;IMPROMUNE PASTA 30 ML BIOIBERICA;1;15,68;15,68;23,95;23,95;10,00;01/12/2027;
8470007012832;701283;IMUNOCARE CR 5% 24SOBRES 250MG;1;51,51;51,51;75,56;75,56;4,00;01/06/2028;
8470001613172;161317;IMUNOGLUKAN P4H SUSP 120 ML;1;17,99;17,99;26,95;26,95;10,00;01/04/2027;
8470009331764;933176;IMUREL 50 MG 50 COMP;1;7,10;7,10;10,40;10,40;4,00;01/06/2030;
8470001690180;169018;IN-MACULA 60 CAPSULAS;1;19,66;19,66;29,95;29,95;10,00;01/02/2027;
8470007714699;771469;INACID 25 MG 20 CAPS;1;1,10;1,10;1,55;1,55;4,00;01/02/2027;
8470009896164;989616;INACID RETRD 75MG 20CAPS;1;1,70;1,70;2,50;2,50;4,00;01/01/2027;
8470004893694;489369;INCOPACK ANAT EL NOCH GD80;1;34,15;34,15;43,91;43,91;10,00;01/12/2026;
8470004809701;480970;INCOPACK EXTRA GR XL SNOCH 80U;1;35,21;35,21;52,70;52,70;10,00;01/12/2026;
8470004919448;491944;INCOPACK NATURE ELA TG SNOC80U;2;37,38;74,76;92,76;46,38;10,00;01/03/2027;
8470004712438;471243;INCOPACK PANT TG DIA 80;1;23,86;23,86;31,14;31,14;10,00;01/11/2050;
8470004715736;471573;INCOPACK PANT TG SUPER NOCH80;1;38,24;38,24;52,70;52,70;10,00;01/10/2026;
8470004714821;471482;INCOPACK PANT TM NOCHE 80;1;27,26;27,26;43,91;43,91;10,00;01/10/2027;
8470004715408;471540;INCOPACK PANT TM SUPER NOCH80;2;41,47;82,94;105,40;52,70;10,00;01/01/2028;
8470004712766;471276;INCOPACK PANT TP NOCHE 80;1;34,50;34,50;43,91;43,91;10,00;01/12/2027;
8470004716153;471615;INCOPACK RECT SNOCH ULT-80;2;27,53;55,06;87,02;43,51;10,00;01/12/2027;
8470004910926;491092;INCOPACK RECTANG DIA 20X60 80U;1;20,32;20,32;25,95;25,95;10,00;01/12/2026;
8470007011996;701199;INCRESYNC 12.530 MG 28 COM;1;16,69;16,69;24,48;24,48;4,00;01/07/2026;
8470007012009;701200;INCRESYNC 2530 MG 28 COM;1;33,38;33,38;48,96;48,96;4,00;01/10/2026;
8470009159009;915900;INDAPAMIDA NORMON 2.5 MG 30 CO;1;1,57;1,57;3,12;3,12;4,00;01/04/2028;
8470006834428;683442;INDAPAMIDA RET TEVA 1.5MG30COM;1;1,69;1,69;2,50;2,50;4,00;01/06/2028;
8470002217478;221747;INDASEC DISCREET MAXI 15 UN;1;6,14;6,14;8,95;8,95;10,00;01/03/2029;
8470002379909;237990;INDASEC DISCREET MINI 20 UN;1;3,28;3,28;5,95;5,95;10,00;01/05/2027;
8470001741233;174123;INDASEC POSPART 12 UDS;3;5,95;17,85;29,85;9,95;4,00;01/08/2026;
8470001741257;174125;INDASEC PROTEGESLIP 100%ALG24U;1;1,89;1,89;3,95;3,95;4,00;01/12/2026;
8470006505458;650545;INEGY 1020 MG 28 COMP;1;22,28;22,28;32,72;32,72;4,00;01/11/2026;
8470007662723;766272;INEGY DIFARMED 10 mg/20 mg 28 COMPRIMIDOS;1;20,81;20,81;32,72;32,72;4,00;01/03/2027;
8470007721789;772178;INHALADOR VICKS;1;4,13;4,13;6,49;6,49;4,00;01/10/2028;
8470007205852;720585;INHIXA 40 MG 10 JGA;1;26,11;26,11;38,29;38,29;4,00;01/03/2028;
8470007205869;720586;INHIXA 40 MG 30 JGA;1;73,76;73,76;108,18;108,18;4,00;01/11/2026;
8470001925893;192589;INMUNOFE FLULENZA NAS SPY 20ML;1;7,87;7,87;14,95;14,95;21,00;01/07/2026;
8470001900470;190047;INMUNOFERON JUNIOR JBE 150 ML;1;18,08;18,08;26,95;26,95;10,00;01/05/2027;
8470001772671;177267;INMUNOK 30 CAPSULAS;2;17,95;35,90;53,90;26,95;10,00;01/11/2027;
8470006819265;681926;INREQ 0.4 MG 30 COMPRIMIDOS;1;7,49;7,49;10,96;10,96;4,00;01/03/2028;
8470006675601;667560;INSUCOR 2.5MG 28COMP;4;2,55;10,20;15,72;3,93;4,00;01/07/2027;
8470006675724;667572;INSUCOR 5MG 28COMP;1;2,11;2,11;7,87;7,87;4,00;01/11/2027;
8470006567746;656774;INSUL NOVORAPID FLEXPEN 5 PLUM;1;29,46;29,46;43,21;43,21;4,00;01/07/2027;
8470001557575;155757;INTERPROX 6 CEPILL SUPER MICRO;1;4,97;4,97;7,95;7,95;21,00;01/07/2026;
8470003008488;300848;INTERPROX 6 CEPILLOS CONICOS;1;4,56;4,56;7,95;7,95;21,00;01/05/2030;
8470003484411;348441;INTERPROX 6 CEPILLOS MICRO;1;4,97;4,97;7,95;7,95;21,00;01/08/2028;
8470003008303;300830;INTERPROX 6 CEPILLOS MINI;1;4,97;4,97;7,95;7,95;21,00;01/12/2029;
8470001727961;172796;INTERPROX 6 CEPILLOS NANO;1;4,97;4,97;7,95;7,95;21,00;01/04/2030;
8470001605405;160540;INTERPROX MINICONICO 6UDS;1;3,79;3,79;7,95;7,95;21,00;01/11/2026;
8470001605412;160541;INTERPROX PLUS MINICONICO 6UDS;1;4,56;4,56;7,95;7,95;21,00;01/05/2029;
8470001581716;158171;INTERPROX PLUS X-MAXI 4UDS;1;4,85;4,85;7,95;7,95;21,00;01/11/2029;
8470001717573;171757;INTIMINA COPA MENS COMPACT TB;1;17,32;17,32;27,95;27,95;4,00;01/10/2026;
8470001683236;168323;INTIMINA COPA MENSTRUAL TA;1;12,50;12,50;27,95;27,95;4,00;01/10/2026;
8470001683243;168324;INTIMINA COPA MENSTRUAL TB;1;8,34;8,34;27,95;27,95;4,00;01/08/2026;
8470001710833;171083;INTIMINA EJERCITADO KEGELSMART;2;47,35;94,70;159,90;79,95;10,00;01/10/2026;
8470001672988;167298;INTIMINA EJERCITADOR KEGEL 28G;2;11,30;22,60;31,90;15,95;10,00;01/12/2026;
8470001673008;167300;INTIMINA EJERCITADOR KEGEL 48G;1;9,50;9,50;14,95;14,95;10,00;01/01/2028;
INTIM229;INTIM229;INTIMINA KIT 3 EJERCITA 168322;2;24,31;48,62;75,90;37,95;10,00;01/10/2026;
INTIM000;INTIM000;INTIMINA MASAJEADOR PERSONAL KIRI;1;18,92;18,92;27,95;27,95;21,00;01/10/2026;
INTIM164;INTIM164;INTIMINA MASAJEADOR SUCCIONADOR LELO SONA;1;46,38;46,38;69,95;69,95;21,00;01/10/2026;
8470007092483;709248;INTUNIV 2 MG 28 COMP;1;39,16;39,16;57,43;57,43;4,00;01/01/2029;
8470007092490;709249;INTUNIV 3 MG 28 COMP;1;41,28;41,28;60,54;60,54;4,00;01/01/2029;
8470007092506;709250;INTUNIV 4 MG 28 COMP;1;80,12;80,12;70,51;70,51;4,00;01/05/2027;
8470007024217;702421;INVOKANA 100 MG 30 COMP;1;35,12;35,12;51,52;51,52;4,00;01/12/2027;
8470001971401;197140;IODIM GOTAS OCULARES 10 ML;1;15,05;15,05;21,95;21,95;10,00;01/03/2027;
8470002462533;246253;IRALTONE AGA 60 CAPSULAS;1;22,00;22,00;31,95;31,95;10,00;01/03/2028;
8470001908261;190826;IRALTONE AGA PLUS 60 CAPSULAS;1;29,70;29,70;43,95;43,95;10,00;01/05/2028;
8470001901675;190167;IRALTONE CHAMPU DS 200 ML;1;10,54;10,54;15,95;15,95;21,00;01/03/2028;
8470002086777;208677;IRALTONE CHAMPU EXFOL 200 ML;1;9,10;9,10;17,95;17,95;21,00;01/01/2029;
8470001939456;193945;IRALTONE CHAMPU FORT 200ML;1;10,03;10,03;14,95;14,95;21,00;01/11/2026;
8470002015180;201518;IRALTONE CHAMPU USO FREC 200ML;2;6,92;13,84;19,90;9,95;21,00;01/01/2030;
8470001929204;192920;IRALTONE DS EMULSIÓN 30 ML;3;14,72;44,16;65,85;21,95;21,00;01/12/2026;
8470001612335;161233;IRALTONE FORTE 60 CAPS;1;18,58;18,58;27,95;27,95;10,00;01/11/2027;
IRAL9471;IRAL9471;IRALTONE LOCION ANTICAIDA;2;24,84;49,68;73,90;36,95;21,00;01/12/2026;
8470006615980;661598;IRBESARTAN CINFA 150MG 28 COMP;2;2,78;5,56;15,48;7,74;4,00;01/11/2028;
8470006615997;661599;IRBESARTAN CINFA 300MG 28 COMP;1;5,18;5,18;15,49;15,49;4,00;01/09/2028;
8470006615973;661597;IRBESARTAN CINFA 75MG 28 COM;1;1,30;1,30;3,87;3,87;4,00;01/12/2028;
8470006511268;651126;IRBESARTAN HC CIN 30012.5 28C;1;8,39;8,39;19,29;19,29;4,00;01/02/2028;
8470006511343;651134;IRBESARTAN HC CINF 30025 28CO;1;8,41;8,41;19,29;19,29;4,00;01/05/2027;
8470006836637;683663;IRBESARTAN HCTZ NOR 30025 28C;1;5,16;5,16;19,29;19,29;4,00;01/09/2028;
8470006654347;665434;IRBESARTAN HCTZ NORMON 150MG28;1;2,58;2,58;9,65;9,65;4,00;01/06/2028;
8470006654354;665435;IRBESARTAN HCTZ NORMON 300MG28;1;5,16;5,16;19,29;19,29;4,00;01/09/2028;
8470006793695;679369;IRBESARTAN HCTZSTAD15012.5M28;3;1,10;3,30;28,95;9,65;4,00;01/07/2028;
8470006793800;679380;IRBESARTAN HCTZSTAD30012.5M28;3;8,80;26,40;57,87;19,29;4,00;01/03/2027;
8470006617489;661748;IRBESARTAN NORMON 150MG 28COMP;1;2,07;2,07;7,74;7,74;4,00;01/09/2028;
8470006617496;661749;IRBESARTAN NORMON 300MG 28COMP;1;4,15;4,15;15,49;15,49;4,00;01/06/2028;
8470006617472;661747;IRBESARTAN NORMON 75MG 28COM;1;1,03;1,03;3,87;3,87;4,00;01/11/2027;
8470001953858;195385;IROMAX 30 CAPSULAS;2;21,23;42,46;67,90;33,95;10,00;01/02/2028;
8470005708317;570831;ISADERM GEL 15 G;1;15,63;15,63;23,95;23,95;10,00;01/01/2027;
8470007585435;758543;ISDIBEN 20 MG 50 CAPS;1;23,30;23,30;34,19;34,19;4,00;01/10/2026;
8470003808996;380899;ISDIN AFTER SUN 200 ML;1;12,19;12,19;17,95;17,95;21,00;01/07/2028;
8470003233941;323394;ISDIN AFTER SUN EFECT INMED200;1;14,68;14,68;20,95;20,95;21,00;01/07/2027;
8470001887849;188784;ISDIN PROTECTOR LABIAL 50+ 4G;1;6,50;6,50;9,95;9,95;21,00;01/01/2029;
8470003855181;385518;ISDIN PROTECTOR LABIAL F30 VH;1;5,21;5,21;7,95;7,95;21,00;01/01/2029;
8470002160019;216001;ISDIN REP LABIAL STICK ROSA 4G;1;6,34;6,34;9,95;9,95;21,00;01/01/2029;
8470001901200;190120;ISDIN REPARADOR LABIAL 4 G;1;6,28;6,28;9,95;9,95;21,00;01/01/2029;
8470001915528;191552;ISDIN SI-NAILS;1;22,02;22,02;31,95;31,95;21,00;01/01/2028;
8470006762134;676213;ISOVORIN 5 MG 30 COMP;1;12,05;12,05;16,86;16,86;4,00;30/04/2027;
8470006940518;694051;ITRACONAZOL NORMON 100MG 14CAP;1;6,08;6,08;12,99;12,99;4,00;01/06/2027;
8470006970287;697028;ITRACONAZOL NORMON 100MG 7CAP;1;3,04;3,04;6,49;6,49;4,00;01/04/2028;
8470005713304;571330;ITRAFUNGOL 10 MG SOL.ORAL 52ML;1;51,46;51,46;75,95;75,95;10,00;01/04/2027;
8470006978009;697800;ITRAGERM 50MG 14CAP;1;8,85;8,85;12,99;12,99;4,00;01/04/2027;
IUPH0085;IUPH0085;IUVER CONTORNO DE OJOS 20ml;1;26,31;26,31;42,95;42,95;21,00;01/11/2027;
IUPH0043;IUPH0043;IUVER MINE ACTIVE PRO S-1/5 SOLUCION ANTIMANCHAS 2ml 1 UNIDAD;2;7,18;14,36;21,90;10,95;21,00;01/12/2026;
IUPH0045;IUPH0045;IUVER MINE ACTIVE PRO S-2/5 SOLUCION ACNEICA 2ml 1 UNIDAD;2;5,22;10,44;21,90;10,95;21,00;01/12/2026;
IUPH0047;IUPH0047;IUVER MINE ACTIVE PRO S-3/5 SOLUCION ANTIEDAD 2ml 1 UNIDAD;1;7,18;7,18;10,95;10,95;21,00;01/12/2026;
IUPH0051;IUPH0051;IUVER MINE ACTIVE PRO S-5/5 SOLUCION PIIELES SENSIBLES 2ml 1 UNIDAD;1;7,18;7,18;10,95;10,95;21,00;01/12/2026;
IUPH0035;IUPH0035;IUVER MINE MLTNN SERUM PIEL GRASA PERSONALIZABLE 44ML 1 UNIDAD;1;16,58;16,58;34,95;34,95;21,00;01/12/2026;
IUPH0039;IUPH0039;IUVER MINE MLTNN SERUM PIEL SECA PERSONALIZABLE 44ML 1 UNIDAD;2;22,78;45,56;69,90;34,95;21,00;01/12/2026;
8470007618065;761806;IVERMECTINA TEVA 3MG 4;1;7,80;7,80;14,56;14,56;4,00;01/02/2028;
8470008854424;885442;IXIA 10 MG 28 COMP;1;3,10;3,10;5,04;5,04;4,00;01/02/2027;
8470008854592;885459;IXIA 20 MG 28 COMP;2;6,21;12,42;20,16;10,08;4,00;01/02/2028;
8470008880089;888008;IXIA 40 MG 28 COMP;2;12,17;24,34;40,34;20,17;4,00;01/09/2027;
8470007195580;719558;IXIA 40 MG 28 COMP DIF;7;10,42;72,94;141,19;20,17;4,00;01/07/2027;
8470006542835;654283;IXIA PLUS 2012.5 MG 28 COM;1;6,88;6,88;10,10;10,10;4,00;01/06/2030;
8470006542842;654284;IXIA PLUS 2025 MG 28 COM;1;6,18;6,18;10,10;10,10;4,00;01/02/2030;
8470007194484;719448;IXIA PLUS 4012.5 MG 28 CO DIF;2;13,01;26,02;40,36;20,18;4,00;01/02/2030;
8470006745939;674593;IXIA PLUS 40MG25 MG 28 COMP;2;13,75;27,50;40,36;20,18;4,00;01/06/2030;
BETR9902;BETR9902;JABON DE MANOS BETRES ON DULCE DE ALGODON Y TALCO 500 ML;2;1,58;3,16;5,90;2,95;21,00;01/05/2030;
BETR9901;BETR9901;JABON DE MANOS BETRES ON DULCE DE FRESA Y NATA 500ML;4;1,58;6,32;11,80;2,95;21,00;01/05/2030;
BETR9900;BETR9900;JABON DE MANOS BETRES ON DULCE DE MANZANA 500ML;1;1,58;1,58;2,95;2,95;21,00;01/05/2030;
8470006620861;662086;JALRA 50 MG 28 COMP;1;10,64;10,64;15,61;15,61;4,00;01/02/2028;
8470006611968;661196;JANUMET 50MG1000MG 56 COMP;1;18,62;18,62;27,32;27,32;4,00;01/05/2027;
8470006587645;658764;JANUVIA 100 MG 28 COM;2;18,08;36,16;53,04;26,52;4,00;01/11/2026;
8470006587669;658766;JANUVIA 100 MG 56 COM;1;36,17;36,17;53,05;53,05;4,00;01/07/2027;
8470006889688;688968;JANUVIA 50 MG 28 COM;2;9,05;18,10;26,54;13,27;4,00;01/05/2027;
8470000407413;040741;JARABE SIMPLE 1 K ACOFARMA;2;21,48;42,96;36,00;18,00;10,00;01/09/2027;
8470001300607;130060;JARABE SIMPLE 1KG ACOFAR;1;9,65;9,65;0,00;0,00;10,00;01/07/2028;
8470007026860;702686;JARDIANCE 10 MG 30 COMP;1;33,62;33,62;49,31;49,31;4,00;01/04/2028;
8470007026839;702683;JARDIANCE 25 MG 30 COMP;1;35,13;35,13;51,52;51,52;4,00;01/07/2028;
8470007621768;762176;JENTADUETO DIFARMED 2,5 mg/1000 mg 60 COMPRIMIDOS RECUBIERTOS;2;39,57;79,14;120,64;60,32;4,00;01/03/2028;
8470007621751;762175;JENTADUETO DIFARMED 2,5 mg/850 mg 60 COMPRIMIDOS RECUBIERTOS;1;39,14;39,14;60,32;60,32;4,00;01/05/2028;
8470003877381;387738;JERINGA CON AGUJA 3 PIEZAS ESTERIL ACOFAR 1 UNIDAD 2 ml A:40 mm x 0,8 mm;2;0,36;0,72;1,30;0,65;21,00;01/11/2029;
8470003876964;387696;JERINGA CON AGUJA ACOFAR 1 UNIDAD 5 ml  A:40 x 0.8;5;0,21;1,05;3,00;0,60;21,00;01/12/2026;
8470001661579;166157;JERINGA DE INSULINA CON AGUJA 100 UI ACOFAR 1 UNIDAD 1 ml A:16 mm x 0,5 mm;3;0,30;0,90;2,40;0,80;10,00;01/01/2030;
8470001799241;179924;JERINGA SIN  AGUJA 3 PIEZAS ESTERIL ACOFAR 1 UNIDAD 2 ml;3;0,34;1,02;1,80;0,60;21,00;01/04/2029;
8470001799258;179925;JERINGA SIN AGUJA 3 PIEZAS ESTERIL ACOFAR 1 UNIDAD 5 ml;3;0,30;0,90;1,80;0,60;21,00;01/04/2028;
8470003798266;379826;JGA-AGUJA ICOSTERIL2.5ML0.7x30;6;0,24;1,44;4,80;0,80;21,00;01/11/2029;
8470001661678;166167;JUANOLA CARAMELO EUCALIP 32 GR;1;1,02;1,02;1,50;1,50;10,00;01/03/2028;
8470001661647;166164;JUANOLA CARAMELO LIMON 30 GR;1;1,06;1,06;1,50;1,50;10,00;01/03/2028;
8470002116450;211645;JUANOLA JALEA ENERGY 14 SOB;2;10,34;20,69;39,90;19,95;10,00;01/09/2026;
ANGEL522;ANGEL522;JUANOLA JALEA REAL ENERGY 28SO;1;21,92;21,92;29,95;29,95;10,00;01/05/2027;
8470003003643;300364;JUANOLA PASTILLA CLASICA 27 G;1;4,33;4,33;6,95;6,95;10,00;01/05/2029;
8470003003650;300365;JUANOLA PASTILLA CLASICA 5.4 G;2;1,59;3,18;5,00;2,50;10,00;01/05/2029;
8470001616074;161607;JUANOLA PASTILLAS HIERBABUENA;1;1,59;1,59;2,50;2,50;10,00;01/01/2030;
8470003501989;350198;JUANOLA PERLAS EUCALIPTO 25G;1;1,47;1,47;2,50;2,50;10,00;01/02/2027;
8470003501958;350195;JUANOLA PERLAS FRESA-MENT 25 G;1;1,40;1,40;2,50;2,50;10,00;01/05/2028;
8470003501965;350196;JUANOLA PERLAS LIMON 25 GR;1;1,28;1,28;2,50;2,50;10,00;01/06/2027;
8470003501972;350197;JUANOLA PERLAS MENTA 25 GR;2;1,51;3,02;5,00;2,50;10,00;01/11/2027;
8470003501941;350194;JUANOLA PERLAS REGALIZ 25 GR;3;1,42;4,26;7,50;2,50;10,00;01/11/2027;
8470001743138;174313;JUANOLA PROP HED MIEL FBOSQ 24;1;3,77;3,77;6,95;6,95;10,00;01/10/2027;
8470001886194;188619;JUANOLA PROP HEDERA MIEL 48G;1;4,80;4,80;6,95;6,95;10,00;01/03/2027;
8470001635211;163521;JUANOLA PROP MIEL NAR VIT C24P;1;4,80;4,80;6,95;6,95;10,00;01/05/2027;
8470001720511;172051;JUANOLA PROP PULV BUCAL 30 ML;1;6,43;6,43;10,95;10,95;10,00;01/03/2028;
8470001615633;161563;JUANOLA PROPOLIS MIEL Y ZINC 24 PASTILLAS DE GOMA SABOR EUCALIPTO;6;3,25;19,50;41,70;6,95;10,00;01/09/2026;
8470001544803;154480;JUANOLA PROPOLIS REGAL 24PAST;1;4,80;4,80;7,95;7,95;10,00;01/03/2028;
8470008353552;835355;KARVEA 150 MG 28 COMP;1;5,28;5,28;7,74;7,74;4,00;01/04/2028;
8470007006428;700642;KENTERA 3.9 MGDIA 8PARCHES;1;27,67;27,67;40,59;40,59;4,00;01/07/2027;
8470007075769;707576;KEPPRA 1000 MG 30 COMP DIF;5;34,30;171,50;272,65;54,53;4,00;01/09/2027;
8470008406524;840652;KEPPRA 250 MG 60 COMP;1;18,59;18,59;27,27;27,27;4,00;01/01/2028;
8470007075776;707577;KEPPRA 500 MG 60 COMP DIF;2;32,85;65,70;109,06;54,53;4,00;01/09/2027;
8470007328704;732870;KERENDIA 10 MG 28 COMP;1;31,29;31,29;45,90;45,90;4,00;01/07/2027;
8470001575326;157532;KERIUM DS CREMA 40 ML;2;15,23;30,46;45,90;22,95;21,00;01/12/2026;
8470003638951;363895;KERTYOL PSO CHAMPU REEQUIL 200;1;14,98;14,98;20,95;20,95;21,00;01/05/2028;
8470005789323;578932;KESIUM 20050 MG 8 COM PERRO;2;7,61;15,22;25,90;12,95;10,00;01/10/2027;
8470005810218;581021;KESIUM 500125 MG 12 COM PERRO;3;17,50;52,50;86,85;28,95;10,00;01/05/2028;
8470007674672;767467;KETOCONAZOL CINFA 2% GEL 100ML;1;1,65;1,65;2,98;2,98;4,00;01/07/2027;
8470009785369;978536;KETOISDIN 5 OVULOS;1;8,67;8,67;12,72;12,72;4,00;01/06/2029;
8470009785284;978528;KETOISDIN CREMA 30 G;1;1,70;1,70;2,50;2,50;4,00;01/05/2028;
8470002199583;219958;KEYMASK PRO MASCARILLA ADULTO;1;15,99;15,99;23,95;23,95;21,00;01/11/2029;
8470002144552;214455;KIJIMEA 28CAP;1;26,67;26,67;36,95;36,95;10,00;01/08/2027;
8470006568224;656822;KILOR 40 MG 30 SOBR;1;9,79;9,79;14,36;14,36;4,00;01/06/2028;
8470006618561;661856;KILOR 80 MG 15 SOBR GRANUL;2;9,58;19,16;28,10;14,05;4,00;01/12/2029;
8470001684998;168499;KIN CARE GEL 15 ML;1;10,83;10,83;15,95;15,95;21,00;01/07/2028;
8470001528292;152829;KIN ORTHONET DESINC 500 ML;1;7,14;7,14;10,95;10,95;21,00;01/12/2027;
FARL0179;FARL0179;KLEENEX COLLECTION 15X7;8;0,18;1,44;4,00;0,50;21,00;01/11/2026;
KLEO0001;KLEO0001;KLEO CONTORNO MULTIPEPTIDE 360 15ML 1 UD;4;22,03;88,12;159,80;39,95;21,00;01/05/2029;
8470002373211;237321;KLORANE CHAMPU QUININA 400 ML;1;11,99;11,99;21,95;21,95;21,00;01/09/2030;
8470002077287;207728;KNEIPP CABELLO Y UÑAS 30 CAPS;1;7,88;7,88;12,95;12,95;10,00;01/09/2026;
8470001909770;190977;KNEIPP INFUSION B NOCHES FORTE;1;4,52;4,52;7,95;7,95;10,00;01/10/2028;
8470001700650;170065;KOLIP VEX 60 CAPS;2;28,06;56,12;79,90;39,95;10,00;01/02/2027;
8470006568248;656824;KREON 10000 100 CAPS;2;12,59;25,18;36,06;18,03;4,00;01/07/2026;
8470006568255;656825;KREON 10000 250 CAPS;2;30,55;61,10;90,16;45,08;4,00;01/04/2027;
8470006729717;672971;KREON 25000 100 CAPSULAS;1;28,72;28,72;42,12;42,12;4,00;01/10/2027;
8470006729748;672974;KREON 25000 50 CAPSULAS;1;14,36;14,36;21,06;21,06;4,00;01/09/2027;
8470007249696;724969;KREON 35000U 100CAP;1;48,96;48,96;71,81;71,81;4,00;01/08/2027;
8470001582447;158244;KUKIDENT COMPLETE NEUTRO 47 ML;1;8,05;8,05;11,95;11,95;10,00;01/11/2027;
8470001531810;153181;KUKIDENT PRO+ BARRE SSAB 40GR;1;8,51;8,51;12,95;12,95;10,00;01/09/2027;
8470001618801;161880;KUKIDENT PRO+ FIRMEZA MAS 40GR;1;8,83;8,83;12,95;12,95;10,00;01/11/2027;
8470001653796;165379;KUKIDENT PRO+ FIRMEZA MAS 57GR;1;11,50;11,50;17,95;17,95;10,00;01/06/2027;
8470001893086;189308;LACER CLORHEXID PASTA 75 ML;1;6,16;6,16;8,95;8,95;21,00;01/06/2030;
8470003856416;385641;LACER COLUT CLORHEXIDIN 200 ML;1;5,35;5,35;7,95;7,95;21,00;01/07/2028;
8470003856669;385666;LACER COLUT CLORHEXIDIN 500 ML;1;7,69;7,69;11,95;11,95;21,00;01/11/2028;
8470002013681;201368;LACER COLUT SIN ALCOHOL 200 ML;1;4,49;4,49;6,95;6,95;21,00;01/02/2028;
8470002057654;205765;LACER COLUT SIN ALCOHOL 500 ML;1;7,18;7,18;10,95;10,95;21,00;01/04/2028;
8470001611222;161122;LACER COLUTORIO 100 ML;1;2,12;2,12;3,95;3,95;21,00;01/06/2028;
8470001620859;162085;LACER COLUTORIO 1000 ML;1;11,52;11,52;18,95;18,95;21,00;01/06/2028;
8470003918626;391862;LACER FLUOR PASTA 50 ML;1;3,21;3,21;4,95;4,95;21,00;01/02/2028;
8470003918541;391854;LACER FLUOR PASTA 75 ML;1;3,99;3,99;5,95;5,95;21,00;01/05/2028;
8470000013959;001395;LACER FLUOR PASTA DUPLO 2X125;1;9,24;9,24;13,95;13,95;21,00;01/03/2028;
8470003546058;354605;LACER GEL BIOADH CLORHEXID 50;1;9,33;9,33;13,95;13,95;21,00;01/07/2028;
8470001845627;184562;LACER GEL INFANTIL 75 ML;1;3,71;3,71;5,95;5,95;21,00;01/10/2028;
8470003319782;331978;LACER GEL JUNIOR FRESA 75 ML;1;3,65;3,65;5,95;5,95;21,00;01/03/2028;
8470001555885;155588;LACER GEL JUNIOR MENTA 75 ML;1;3,65;3,65;5,95;5,95;21,00;01/03/2028;
8470001683311;168331;LACER HIDRO RECAMBIO CABEZALES;2;13,03;26,06;39,90;19,95;21,00;01/01/2027;
8470002185722;218572;LACER MUCOREPAIR COLUTOR 200ML;6;12,17;73,02;107,70;17,95;21,00;01/11/2027;
LAC0252;LAC025;LACER OROS 125 DUPLO;1;10,90;10,90;15,95;15,95;21,00;01/05/2028;
