Codigo_Nacional;Codigo;Nombre;Total Ventas;ventas1;ventas2;ventas3;ventas4;ventas5;ventas6;ventas7;ventas8;ventas9;ventas10;ventas11;ventas12;"";Año;Total_Ventas;Nombre_Nomenclator;Laboratorio;Principio_Activo;Estado;PVP_Referencia;Unidades_Vendidas;Ingresos_Estimados_PVP;Q1_Ventas;Q2_Ventas;Q3_Ventas;Q4_Ventas
758651;8470007586517;ESPIRONOLACTONA ORION100MG30CO;4;1;1;1;1;0;0;0;0;0;0;0;0;;2024;4;ESPIRONOLACTONA ORION 100 MG COMPRIMIDOS EFG, 30 comprimidos;ORION CORPORATION;ESPIRONOLACTONA;ALTA;;4;;3;1;0;0
168210;8470001682109;ESPONJA JABONOSA APOSAN 24 UN;3;0;1;0;0;0;0;0;0;0;1;0;1;;2024;3;;;;;;3;;1;0;0;2
304055;8470003040556;ESPONJA NATURAL SUAVINEX CAJA;2;0;0;0;0;0;0;0;0;0;0;1;1;;2024;2;;;;;;2;;0;0;0;2
187699;8470001876997;ESTILA FORTE 28 TOALLITAS+1ALM;1;0;0;0;0;0;0;0;0;0;1;0;0;;2024;1;;;;;;1;;0;0;0;1
171163;8470001711632;ESTILA NEOLID CR 15 ML;1;0;0;0;0;0;1;0;0;0;0;0;0;;2024;1;;;;;;1;;0;1;0;0
761879;8470007618799;ESTILSONA 7MGML SUSP 30 ML;5;0;1;1;0;0;2;0;0;0;0;1;0;;2024;5;ESTILSONA 7 mg/ml GOTAS ORALES EN SUSPENSION, 1 frasco de 30 ml;SONPHAR, S.L.;PREDNISOLONA ESTEAGLATO;ALTA;;5;;2;2;0;1
653619;8470006536193;ESTILSONA GOTAS 10 ML;14;0;2;0;0;0;0;0;0;2;4;3;3;;2024;14;ESTILSONA 7 mg/ml GOTAS ORALES EN SUSPENSION, 1 frasco de 10 ml;SONPHAR, S.L.;PREDNISOLONA ESTEAGLATO;ALTA;;14;;2;0;2;10
696119;8470006961193;ESTOMIL EFG 15 MG 28 CAPS;1;0;0;0;0;0;0;1;0;0;0;0;0;;2024;1;ESTOMIL 15 mg CAPSULAS DURAS GASTRORRESISTENTES EFG, 28 capsulas;MERCK, S.L;LANSOPRAZOL;ALTA;;1;;0;0;1;0
878561;8470008785612;ESTRADERM MATRIX 100 8 PARCHES;1;0;0;0;0;0;0;0;0;0;0;0;1;;2024;1;;;;;;1;;0;0;0;1
716413;8470007164135;ESTRADIOL MERIESTRA 2MG 30COMP;29;2;0;3;1;2;1;2;3;3;3;4;5;;2024;29;;;;;;29;;5;4;8;12
731516;8470007315162;ETINILCLORM STADA0.032MG3X21;1;0;0;0;0;0;0;0;0;1;0;0;0;;2024;1;;;;;;1;;0;0;1;0
691354;8470006913543;ETINILDROSP STAD0.023MG21CO;8;1;0;1;0;0;0;1;1;1;1;1;1;;2024;8;;;;;;8;;2;0;3;3
691356;8470006913567;ETINILDROSP STADA0.033MG28CO;2;0;0;0;0;0;0;0;0;0;0;0;2;;2024;2;;;;;;2;;0;0;0;2
706322;8470007063223;ETORICOXIB KERN 60MG 28COM;1;0;0;0;0;0;0;0;0;0;0;1;0;;2024;1;ETORICOXIB KERN PHARMA 60 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 28 comprimidos;KERN PHARMA, S.L.;ETORICOXIB;ALTA;;1;;0;0;0;1
715537;8470007155379;ETORICOXIB NORMON 30MG 28COM;15;0;0;0;0;4;1;2;1;2;2;3;0;;2024;15;ETORICOXIB NORMON 30 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos (Blister Al-Al/PA/PVC);NORMON S.A.;ETORICOXIB;ALTA;;15;;0;5;5;5
715541;8470007155416;ETORICOXIB NORMON 60MG 28COM;32;3;2;4;2;2;2;0;0;6;3;2;6;;2024;32;ETORICOXIB NORMON 60 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos (Blister Al-Al/PA/PVC);NORMON S.A.;ETORICOXIB;ALTA;;32;;9;6;6;11
715544;8470007155447;ETORICOXIB NORMON 90MG 28COM;4;1;0;0;0;0;0;0;0;0;0;1;2;;2024;4;ETORICOXIB NORMON 90 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos (Blister Al-Al/PA/PVC);NORMON S.A.;ETORICOXIB;ALTA;;4;;1;0;0;3
210914;8470002109148;EUCALIPTUS MILVUS SOBR;1;0;0;0;0;1;0;0;0;0;0;0;0;;2024;1;;;;;;1;;0;1;0;0
189213;8470001892133;EUCERIN ANTIPIG CR DIA30+ 50ML;1;0;0;0;0;0;0;0;1;0;0;0;0;;2024;1;;;;;;1;;0;0;1;0
159386;8470001593863;EUCERIN AQUAPHOR PDA REPAR 45;7;0;1;0;0;1;0;0;1;2;1;0;1;;2024;7;;;;;;7;;1;1;3;2
172237;8470001722379;EUCERIN AQUAPHOR TARRO 80 ML;2;0;0;0;0;1;0;0;0;0;0;0;1;;2024;2;;;;;;2;;0;1;0;1
196606;8470001966063;EUCERIN AQUAPOR SOS REGEN 10ML;25;2;5;2;1;3;2;0;1;4;1;2;2;;2024;25;;;;;;25;;9;6;5;5
197931;8470001979315;EUCERIN AQUAPOR SPRAY 250 ML;1;0;0;0;0;0;0;0;0;1;0;0;0;;2024;1;;;;;;1;;0;0;1;0
164235;8470001642356;EUCERIN CHAMPU UREA 250 ML;1;0;0;0;0;0;0;0;1;0;0;0;0;;2024;1;;;;;;1;;0;0;1;0
181100;8470001811004;EUCERIN CR MANOS UREA 75 ML;9;0;3;0;0;0;0;1;2;2;0;0;1;;2024;9;;;;;;9;;3;0;5;1
208473;8470002084735;EUCERIN CR-GEL ULTRALIG 350 ML;1;0;0;0;1;0;0;0;0;0;0;0;0;;2024;1;;;;;;1;;0;1;0;0
187952;8470001879523;EUCERIN DESODORANTE 0% ALUMINIO 1 ROLL ON 50 ml;1;0;0;1;0;0;0;0;0;0;0;0;0;;2024;1;;;;;;1;;1;0;0;0
187384;8470001873842;EUCERIN FLUID ANTI AGE50+ 50ML;6;0;0;1;0;1;0;1;3;0;0;0;0;;2024;6;;;;;;6;;1;1;4;0
210155;8470002101555;EUCERIN HYAL-FILL CR DIA30+ 50;1;0;0;0;0;0;0;0;0;0;0;1;0;;2024;1;;;;;;1;;0;0;0;1
323215;8470003232159;EUCERIN HYALURON-FILL OJOS 15;4;0;1;0;0;0;1;1;0;0;0;1;0;;2024;4;;;;;;4;;1;1;1;1
234442;8470002344426;EUCERIN HYALURON-FILLER DIA 50;3;0;1;0;0;0;0;0;1;1;0;0;0;;2024;3;;;;;;3;;1;0;2;0
234444;8470002344440;EUCERIN HYALURON-FILLER NOCH50;1;0;1;0;0;0;0;0;0;0;0;0;0;;2024;1;;;;;;1;;1;0;0;0
209453;8470002094536;EUCERIN HYDROPROTECT 50+ 50ML;6;0;0;1;0;1;0;1;3;0;0;0;0;;2024;6;;;;;;6;;1;1;4;0
174034;8470001740342;EUCERIN OIL CONTR DRY 50+ 50ML;16;0;0;1;0;1;1;1;5;5;1;0;1;;2024;16;;;;;;16;;1;2;11;2
205737;8470002057371;EUCERIN PIGMENT CONT MED50+ 50;1;0;0;0;0;0;1;0;0;0;0;0;0;;2024;1;;;;;;1;;0;1;0;0
201977;8470002019775;EUCERIN SOL OIL TINTED1 50+ 50;1;0;0;0;0;1;0;0;0;0;0;0;0;;2024;1;;;;;;1;;0;1;0;0
187386;8470001873866;EUCERIN TINTED CR CC 50+ 50ML;3;0;0;1;2;0;0;0;0;0;0;0;0;;2024;3;;;;;;3;;1;2;0;0
660434;8470006604342;EUCREAS 1000 MG 60 COMP;23;1;1;0;4;2;1;3;4;3;0;4;0;;2024;23;EUCREAS 50 mg/1000 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 60 comprimidos;NOVARTIS FARMACEUTICA S.A.;METFORMINA HIDROCLORURO,VILDAGLIPTINA;ALTA;;23;;2;7;10;4
660433;8470006604335;EUCREAS 50850 MG 60 COMP;3;0;0;0;0;1;1;1;0;0;0;0;0;;2024;3;EUCREAS 50 mg/850 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 60 comprimidos;NOVARTIS FARMACEUTICA S.A.;METFORMINA HIDROCLORURO,VILDAGLIPTINA;ALTA;;3;;0;2;1;0
589203;8470005892030;EUPENCLAV 250 10 COM;46;0;3;6;5;5;3;6;3;5;4;4;2;;2024;46;;;;;;46;;9;13;14;10
589201;8470005892016;EUPENCLAV 50 MG 10 COM;16;1;1;2;1;1;0;1;5;0;1;2;1;;2024;16;;;;;;16;;4;2;6;4
589199;8470005891996;EUPENCLAV 500 MG 10 COM;26;2;0;1;1;1;3;1;5;4;3;2;3;;2024;26;;;;;;26;;3;5;10;8
179148;8470001791481;EUPEPTIN KIDS POLVO 65G;2;1;0;0;0;0;0;0;1;0;0;0;0;;2024;2;;;;;;2;;1;0;1;0
166105;8470001661050;EUPHRALIA 20 MONODOSIS BOIRON;1;0;0;0;0;0;0;0;0;0;0;0;1;;2024;1;;;;;;1;;0;0;0;1
215746;8470002157460;EUPHRALIA OJO SECO 15 UN 0.5ML;1;1;0;0;0;0;0;0;0;0;0;0;0;;2024;1;;;;;;1;;1;0;0;0
698095;8470006980958;EUTIROX 100 MCG 100 COMP;39;4;4;3;6;3;3;2;5;2;2;0;5;;2024;39;EUTIROX 100 microgramos COMPRIMIDOS , 100 comprimidos;MERCK, S.L;LEVOTIROXINA SODICA;ALTA;;39;;11;12;9;7
698079;8470006980798;EUTIROX 112 MCG 100 COMP;29;3;4;1;1;3;4;3;2;3;2;1;2;;2024;29;EUTIROX 112 microgramos COMPRIMIDOS , 100 comprimidos;MERCK, S.L;LEVOTIROXINA SODICA;ALTA;;29;;8;8;8;5
698080;8470006980804;EUTIROX 125 MCG 100 COMP;40;3;4;4;0;4;3;2;1;6;5;4;4;;2024;40;EUTIROX 125 microgramos COMPRIMIDOS , 100 comprimidos;MERCK, S.L;LEVOTIROXINA SODICA;ALTA;;40;;11;7;9;13
698081;8470006980811;EUTIROX 137 MCG 100 COMP;14;1;1;1;2;1;1;1;1;2;1;1;1;;2024;14;EUTIROX 137 microgramos COMPRIMIDOS , 100 comprimidos;MERCK, S.L;LEVOTIROXINA SODICA;ALTA;;14;;3;4;4;3
698082;8470006980828;EUTIROX 150 MCG 100 COMP;10;0;2;0;0;1;2;1;3;0;0;1;0;;2024;10;EUTIROX 150 microgramos COMPRIMIDOS , 100 comprimidos;MERCK, S.L;LEVOTIROXINA SODICA;ALTA;;10;;2;3;4;1
698083;8470006980835;EUTIROX 175 MCG 100 COMP;5;0;0;1;0;1;0;1;1;0;0;1;0;;2024;5;EUTIROX 175 microgramos COMPRIMIDOS , 100 comprimidos;MERCK, S.L;LEVOTIROXINA SODICA;ALTA;;5;;1;1;2;1
698089;8470006980897;EUTIROX 25 MCG 100 COMP;74;9;6;5;10;2;7;6;4;6;5;8;6;;2024;74;EUTIROX 25 microgramos COMPRIMIDOS , 100 comprimidos;MERCK, S.L;LEVOTIROXINA SODICA;ALTA;;74;;20;19;16;19
698092;8470006980927;EUTIROX 50 MCG 100 COMP;84;14;6;10;7;11;7;5;5;4;5;4;6;;2024;84;EUTIROX 50 microgramos COMPRIMIDOS , 100 comprimidos;MERCK, S.L;LEVOTIROXINA SODICA;ALTA;;84;;30;25;14;15
698093;8470006980934;EUTIROX 75 MCG 100 COMP;76;8;5;10;6;7;6;8;3;2;6;7;8;;2024;76;EUTIROX  75 microgramos COMPRIMIDOS , 100 comprimidos;MERCK, S.L;LEVOTIROXINA SODICA;ALTA;;76;;23;19;13;21
698094;8470006980941;EUTIROX 88 MCG 100 COMP;35;1;2;4;2;6;4;3;6;0;3;3;1;;2024;35;EUTIROX 88 microgramos COMPRIMIDOS , 100 comprimidos;MERCK, S.L;LEVOTIROXINA SODICA;ALTA;;35;;7;12;9;7
754960;8470007549604;EVACUOL GOT 30 ML;4;0;0;0;0;0;1;1;0;1;0;1;0;;2024;4;;;;;;4;;0;1;2;1
181110;8470001811103;EVAX COTTONLIKE ALAS NOCH 11U;6;1;1;1;2;0;0;0;0;0;1;0;0;;2024;6;;;;;;6;;3;2;0;1
668061;8470006680612;EVOPAD 100 8 PARCHES;2;0;0;1;0;0;0;0;0;0;1;0;0;;2024;2;EVOPAD 100 microgramos/24 H PARCHES TRANSDERMICOS , 8 parches;THERAMEX  IRELAND LIMITED;ESTRADIOL;ALTA;;2;;1;0;0;1
668087;8470006680872;EVOPAD 25 8 PARCHES;1;0;0;0;0;0;0;0;0;0;0;1;0;;2024;1;EVOPAD 25 1,6MG/PARCHE 8 PARCHES TRANSDERM;THERAMEX  IRELAND LIMITED;ESTRADIOL;ALTA;;1;;0;0;0;1
692160;8470006921609;EVOPAD 50 8 PARCHES;10;1;1;1;1;1;0;0;0;2;1;0;2;;2024;10;EVOPAD 50 microgramos/24 H PARCHES TRANSDERMICOS , 8 parches;THERAMEX  IRELAND LIMITED;ESTRADIOL;ALTA;;10;;3;2;2;3
668079;8470006680797;EVOPAD 75 8 PARCHES;9;3;2;0;0;0;1;2;0;1;0;0;0;;2024;9;EVOPAD 75 microgramos/24 H PARCHES TRANSDERMICOS , 8 parches;THERAMEX  IRELAND LIMITED;ESTRADIOL;ALTA;;9;;5;1;3;0
178924;8470001789242;EVOTEARS COLIRIO 1 ENVASE 3 ml;4;1;0;1;0;0;0;0;0;2;0;0;0;;2024;4;;;;;;4;;2;0;2;0
167977;8470001679772;EXCILOR LACA DE U�AS;3;0;0;0;1;2;0;0;0;0;0;0;0;;2024;3;;;;;;3;;0;3;0;0
728195;8470007281955;EXELON 9.5MG24H 60PARCHE TRAN;6;1;0;1;0;1;0;1;0;0;1;0;1;;2024;6;EXELON 9,5 mg/24 H PARCHE TRANSDERMICO, 60 (2 x 30) parches;NOVARTIS FARMACEUTICA S.A.;RIVASTIGMINA;ALTA;;6;;2;1;1;2
676097;8470006760970;EXEMESTANO NORMON 25 MG 30 COM;12;1;1;1;1;1;1;1;1;1;2;0;1;;2024;12;Exemestano NORMON 25 mg comprimidos recubiertos con pelicula , 30 comprimidos;NORMON S.A.;EXEMESTANO;ALTA;;12;;3;3;3;3
654849;8470006548493;EXFORGE 5MG160MG 28 COM;13;2;0;1;0;2;2;2;2;0;1;0;1;;2024;13;EXFORGE 5 mg/160 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 28 comprimidos;NOVARTIS FARMACEUTICA S.A.;VALSARTAN,AMLODIPINO BESILATO;ALTA;;13;;3;4;4;2
702080;8470007020806;EXFORGE HCT 1032025 MG 28CO;7;0;0;0;1;2;1;1;1;1;0;0;0;;2024;7;EXFORGE HCT 10 mg/320 mg/ 25 mg comprimidos recubietos con pelicula 28 comprimidos;NOVARTIS FARMACEUTICA S.A.;VALSARTAN,AMLODIPINO BESILATO,HIDROCLOROTIAZIDA;ALTA;;7;;0;4;3;0
654851;8470006548516;EXFORGE HCT 516012.5MG 28CO;33;3;3;2;3;1;3;5;1;4;3;1;4;;2024;33;EXFORGE HCT 5 mg/160 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 28 comprimidos;NOVARTIS FARMACEUTICA S.A.;HIDROCLOROTIAZIDA,VALSARTAN,AMLODIPINO BESILATO;ALTA;;33;;8;7;10;8
654853;8470006548530;EXFORGE HCT 516025MG 28 CO;33;4;3;2;2;1;4;1;3;4;3;3;3;;2024;33;EXFORGE HCT 5 mg/160 mg/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA, 28 comprimidos;NOVARTIS FARMACEUTICA S.A.;HIDROCLOROTIAZIDA,VALSARTAN,AMLODIPINO BESILATO;ALTA;;33;;9;7;8;9
773614;8470007736141;EXOCIN 0.3% 5 ML;7;0;0;3;0;0;0;0;0;0;0;3;1;;2024;7;EXOCIN, 3 mg/ml COLIRIO EN SOLUCION, 1 frasco de 5 ml;ABBVIE SPAIN, S.L.U.;OFLOXACINO;ALTA;;7;;3;0;0;4
759251;8470007592518;EXPECTODHU DHU JBE 200 ML;1;0;0;0;0;0;0;0;0;0;0;0;1;;2024;1;;;;;;1;;0;0;0;1
500009;8470005000091;EXTRACTOS Y VACUNAS;13;0;3;3;3;0;2;0;0;0;2;0;0;;2024;13;EXTRACTOS HIPOSENSIBILIZANTES Y VACUNAS BACTERIANAS;;;ALTA;;13;;6;5;0;2
792291;8470007922919;EXXIV 60 MG 28 COMP;3;0;0;1;0;1;0;0;1;0;0;0;0;;2024;3;EXXIV 60 mg  comprimidos recubiertos con pelicula , 28 comprimidos;ORGANON SALUD, S.L.;ETORICOXIB;ALTA;;3;;1;1;1;0
792671;8470007926719;EXXIV 90 MG 28 COMP;5;0;0;0;0;0;0;0;2;2;0;1;0;;2024;5;EXXIV 90 mg comprimidos recubiertos con pelicula , 28 comprimidos;ORGANON SALUD, S.L.;ETORICOXIB;ALTA;;5;;0;0;4;1
BET44055;BET44055;EYELINER CON DIFUMINADOR BETER VERDE SAF;7;0;2;0;0;0;2;1;1;0;0;1;0;;2024;7;;;;;;7;;2;2;2;1
204845;8470002048454;EYESTIL SYNFO 10 ML;1;0;0;0;0;0;1;0;0;0;0;0;0;;2024;1;;;;;;1;;0;1;0;0
727300;8470007273004;EZETIATORV NORMON 1020MG30CO;5;0;1;1;1;1;0;0;1;0;0;0;0;;2024;5;EZETIMIBA/ATORVASTATINA NORMON 10 MG/20 MG COMPRIMIDOS, 30 comprimidos;NORMON S.A.;ATORVASTATINA CALCICA TRIHIDRATO,EZETIMIBA;ALTA;;5;;2;2;1;0
727302;8470007273028;EZETIATORV NORMON 1040MG30CO;1;1;0;0;0;0;0;0;0;0;0;0;0;;2024;1;EZETIMIBA/ATORVASTATINA NORMON 10 MG/40 MG COMPRIMIDOS, 30 comprimidos;NORMON S.A.;EZETIMIBA,ATORVASTATINA CALCICA TRIHIDRATO;ALTA;;1;;1;0;0;0
708220;8470007082200;EZETIMIBA CINFA 10MG 28COM;9;3;1;1;2;2;0;0;0;0;0;0;0;;2024;9;EZETIMIBA CINFA 10 MG COMPRIMIDOS EFG , 28 comprimidos;CINFA S.A.;EZETIMIBA;ALTA;;9;;5;4;0;0
714102;8470007141020;EZETIMIBA KRKA 10MG 28COMP;2;0;0;0;0;0;0;0;1;1;0;0;0;;2024;2;EZETIMIBA KRKA 10 MG COMPRIMIDOS EFG, 28 comprimidos;KRKA FARMACEUTICA, S.L.;EZETIMIBA;ALTA;;2;;0;0;2;0
720004;8470007200048;EZETIMIBA NORMON 10MG 28COM;32;3;3;3;1;0;2;3;4;3;2;4;4;;2024;32;EZETIMIBA NORMON 10 MG COMPRIMIDOS EFG, 28 comprimidos;NORMON S.A.;EZETIMIBA;ALTA;;32;;9;3;10;10
720450;8470007204503;EZETISIMVAS CINFA1020MG28CO;5;0;0;1;1;1;0;0;0;1;0;1;0;;2024;5;EZETIMIBA/SIMVASTATINA CINFAMED 10 MG/20 MG COMPRIMIDOS EFG, 28 comprimidos;CINFA S.A.;EZETIMIBA,SIMVASTATINA;ALTA;;5;;1;2;1;1
816462;8470008164622;EZETROL 10 MG 28 COMP;43;4;3;6;7;5;4;2;4;0;3;3;2;;2024;43;EZETROL 10MG 28 COMPRIMIDOS;ORGANON SALUD, S.L.;EZETIMIBA;ALTA;;43;;13;16;6;8
328330;8470003283304;FAJA ABDOMINAL FUTURO LXL;1;0;0;0;1;0;0;0;0;0;0;0;0;;2024;1;;;;;;1;;0;1;0;0
664947;8470006649473;FAMCICLOVIR NORMON 250 MG 21CO;2;0;0;0;0;2;0;0;0;0;0;0;0;;2024;2;FAMCICLOVIR NORMON 250 mg comprimidos recubiertos con pelicula , 21 comprimidos;NORMON S.A.;FAMCICLOVIR;ALTA;;2;;0;2;0;0
901751;8470009017514;FAMOTIDINA CINFA 20 MG 20 COMP;8;0;2;0;0;0;2;0;0;0;0;2;2;;2024;8;FAMOTIDINA CINFA 20MG 20 COMP RECUB EFG;CINFA S.A.;FAMOTIDINA;ALTA;;8;;2;2;0;4
867168;8470008671687;FAMOTIDINA CINFA 20 MG 28 COMP;3;1;0;0;0;0;0;1;0;0;0;0;1;;2024;3;FAMOTIDINA CINFA 20MG 28 COMP RECUB EFG;CINFA S.A.;FAMOTIDINA;ALTA;;3;;1;0;1;1
901702;8470009017026;FAMOTIDINA CINFA 40 MG 10 COMP;6;0;0;0;0;0;0;0;1;0;4;1;0;;2024;6;FAMOTIDINA CINFA 40MG 10 COMP RECUB EFG;CINFA S.A.;FAMOTIDINA;ALTA;;6;;0;0;1;5
867184;8470008671847;FAMOTIDINA CINFA 40 MG 28 COMP;30;4;1;2;3;2;3;3;1;1;3;4;3;;2024;30;FAMOTIDINA CINFA 40MG 28 COMP RECUB EFG;CINFA S.A.;FAMOTIDINA;ALTA;;30;;7;8;5;10
817916;8470008179169;FAMOTIDINA NORMON 20 MG 28 COM;30;2;1;1;1;4;1;2;2;4;1;5;6;;2024;30;FAMOTIDINA NORMON 20MG 28 COMPRIMIDOS EFG;NORMON S.A.;FAMOTIDINA;ALTA;;30;;4;6;8;12
818575;8470008185757;FAMOTIDINA NORMON 40 MG 28 COM;29;0;1;2;3;3;1;4;3;4;3;4;1;;2024;29;FAMOTIDINA NORMON 40MG 28 COMPRIMIDOS EFG;NORMON S.A.;FAMOTIDINA;ALTA;;29;;3;7;11;8
723939;8470007239390;FAMVIR 500 MG 21 COM;6;0;0;0;0;1;3;0;1;0;0;0;1;;2024;6;FAMVIR 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,21 comprimidos;EUROMED PHARMA SPAIN, S.L.;FAMCICLOVIR;ALTA;;6;;0;4;1;1
207545;8470002075450;FARIMAX 30 COMP;1;0;0;0;0;0;1;0;0;0;0;0;0;;2024;1;;;;;;1;;0;1;0;0
FARL8295;FARL8295;FARLINE  PACK FAMILIAR SPRAY TRANSPARENTE ADULTO 200ml + PEDIATRICO SPF 50 200ml + NECESER;3;0;0;0;0;1;0;1;1;0;0;0;0;;2024;3;;;;;;3;;0;1;2;0
168549;8470001685490;FARLINE AC ARBOL TE10ML;4;0;1;1;0;0;1;0;0;0;0;1;0;;2024;4;;;;;;4;;2;1;0;1
190154;8470001901545;FARLINE ACEITE ALMENDRA 250ML;1;0;0;0;0;1;0;0;0;0;0;0;0;;2024;1;;;;;;1;;0;1;0;0
FARL6285;FARL6285;FARLINE ACT BOLSA FRIO INST 4U;5;0;0;0;1;0;1;1;2;0;0;0;0;;2024;5;;;;;;5;;0;2;3;0
203765;8470002037656;FARLINE AFTAFRI GEL AFTAS 10 ML;5;0;1;0;0;2;0;0;0;2;0;0;0;;2024;5;;;;;;5;;1;2;2;0
205280;8470002052802;FARLINE AGUA BIFASIC SPF50 200;3;0;0;0;0;1;0;1;0;1;0;0;0;;2024;3;;;;;;3;;0;1;2;0
207190;8470002071902;FARLINE AMP COLAGENO FLASH 1U;3;0;0;0;0;0;1;1;1;0;0;0;0;;2024;3;;;;;;3;;0;1;2;0
183652;8470001836526;FARLINE ANTICAIDA 56 COMPRIM;2;0;0;0;1;0;0;0;0;0;0;0;1;;2024;2;;;;;;2;;0;1;0;1
212095;8470002120952;FARLINE ANTICAIDA GUMMIES 60U;1;0;0;1;0;0;0;0;0;0;0;0;0;;2024;1;;;;;;1;;1;0;0;0
169507;8470001695079;FARLINE ANTIPIOJOS LOCION+CHAM;3;0;0;0;2;0;0;0;0;0;0;1;0;;2024;3;;;;;;3;;0;2;0;1
191491;8470001914910;FARLINE BALSAMO NARIZLAB 15ML;8;1;0;0;2;1;0;1;0;0;0;0;3;;2024;8;;;;;;8;;1;3;1;3
FARL9646;FARL9646;FARLINE BANDEJA 12 CEPILL SV;7;0;0;2;0;0;0;0;2;1;2;0;0;;2024;7;;;;;;7;;2;0;3;2
203630;8470002036307;FARLINE BATIDO CHOC 15SOB 450G;5;0;1;0;2;0;0;1;1;0;0;0;0;;2024;5;;;;;;5;;1;2;2;0
203631;8470002036314;FARLINE BATIDO VAIN 15SOB 450G;5;0;0;0;1;1;0;1;1;1;0;0;0;;2024;5;;;;;;5;;0;2;3;0
187749;8470001877499;FARLINE BICARBONATO 200 GR;8;1;0;3;1;0;0;1;1;0;0;1;0;;2024;8;;;;;;8;;4;1;2;1
210212;8470002102125;FARLINE BODYGEL ALOE 250ML;4;0;0;0;0;0;0;1;1;2;0;0;0;;2024;4;;;;;;4;;0;0;4;0
210581;8470002105812;FARLINE BOLSA FRIO-CALOR 1C;9;0;1;0;0;0;1;3;0;0;2;1;1;;2024;9;;;;;;9;;1;1;3;4
209945;8470002099456;FARLINE BOLSA TRIPLE CELDA;2;0;0;1;0;0;0;1;0;0;0;0;0;;2024;2;;;;;;2;;1;0;1;0
FARL7050;FARL7050;FARLINE CEP BAMBU JR 3 U AZUL;3;0;0;2;0;0;0;0;0;1;0;0;0;;2024;3;;;;;;3;;2;0;1;0
FARL7074;FARL7074;FARLINE CEP BAMBU JR 3 U NARANJA;2;0;0;2;0;0;0;0;0;0;0;0;0;;2024;2;;;;;;2;;2;0;0;0
FARL7067;FARL7067;FARLINE CEP BAMBU JR 3 U VERDE;2;0;0;2;0;0;0;0;0;0;0;0;0;;2024;2;;;;;;2;;2;0;0;0
196610;8470001966100;FARLINE CEP DENT BAMBU AM 4U;1;0;0;0;0;0;0;0;0;0;0;0;1;;2024;1;;;;;;1;;0;0;0;1
196607;8470001966070;FARLINE CEP DENT BAMBU RS 4U;1;0;0;0;0;0;0;0;0;0;1;0;0;;2024;1;;;;;;1;;0;0;0;1
FARL1168;FARL1168;FARLINE CEP DIENTE MEDIO x2;13;3;1;1;2;1;3;0;0;0;1;1;0;;2024;13;;;;;;13;;5;6;0;2
210585;8470002105850;FARLINE CEP INTERDENT MICRO 6U;1;1;0;0;0;0;0;0;0;0;0;0;0;;2024;1;;;;;;1;;1;0;0;0
210586;8470002105867;FARLINE CEP INTERDENT MINI 6U;1;0;0;0;0;0;0;0;0;0;1;0;0;;2024;1;;;;;;1;;0;0;0;1
210582;8470002105829;FARLINE CEP INTERDENT NANO 6U;4;1;0;0;1;1;0;0;0;0;0;0;1;;2024;4;;;;;;4;;1;2;0;1
212432;8470002124325;FARLINE CEPIL ELECT JR PATRULL;2;2;0;0;0;0;0;0;0;0;0;0;0;;2024;2;;;;;;2;;2;0;0;0
212602;8470002126022;FARLINE CEPILLO CAP DOBLE PUA VIAJ;1;0;1;0;0;0;0;0;0;0;0;0;0;;2024;1;;;;;;1;;1;0;0;0
212601;8470002126015;FARLINE CEPILLO CAPIL VIAJ VD;1;0;0;1;0;0;0;0;0;0;0;0;0;;2024;1;;;;;;1;;1;0;0;0
187525;8470001875259;FARLINE CEPILLO ELECTR RECARG;1;0;0;1;0;0;0;0;0;0;0;0;0;;2024;1;;;;;;1;;1;0;0;0
FARL1273;FARL1273;FARLINE CEPILLO EL�CTRICO JNR;1;0;0;0;0;0;0;0;0;0;0;1;0;;2024;1;;;;;;1;;0;0;0;1
030604;8470000306044;FARLINE CHAMPU ANTICASPA 100ML;1;0;0;0;0;0;1;0;0;0;0;0;0;;2024;1;;;;;;1;;0;1;0;0
030605;8470000306051;FARLINE CHAMPU FORTIFIC 100ML;1;0;0;0;0;0;1;0;0;0;0;0;0;;2024;1;;;;;;1;;0;1;0;0
FARL6037;FARL6037;FARLINE CHAMPU FRECUENC 100ML;2;2;0;0;0;0;0;0;0;0;0;0;0;;2024;2;;;;;;2;;2;0;0;0
208639;8470002086395;FARLINE CHAMPU FRECUENC 500ML;2;1;0;0;0;0;0;0;1;0;0;0;0;;2024;2;;;;;;2;;1;0;1;0
215626;8470002156265;FARLINE COLUT CLORHEXIDIN 500;2;0;2;0;0;0;0;0;0;0;0;0;0;;2024;2;;;;;;2;;2;0;0;0
